"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"boulder","La beauté de la chose (D.A)","Targassonne","la baleine 12934","8A+","2012-01-20","Muy guapo","Muy guapo","","redpoint","france",""
"boulder","Batman","Techos","","8A+","2009-02-25","Vaya subidon!!!","Vaya subidon!!!","","redpoint","spain","Albarracín"
"boulder","el rondel","Unknown Crag","","8A+","2004-08-15","#2go               travesia muy buena","#2go travesia muy buena","","redpoint","germany","Frankenjura"
"boulder","Magic instinct (D.A)","Targassonne","la baleine 12934","8A","2012-01-21","","","","redpoint","france",""
"boulder","Uniformicide","Targassonne","dolmens","8A","2012-01-20","3 pegues, buenísimo","3 pegues, buenísimo","","redpoint","france",""
"boulder","El orejas de las regletas","Arrastradero","","8A","2009-03-26","Precioso","Precioso","","redpoint","spain","Albarracín"
"boulder","Varano","Arrastradero","","8A","2009-03-24","puta salida joder!!!","puta salida joder!!!","","redpoint","spain","Albarracín"
"boulder","Respect","SOL","","8A","2009-02-22","","","","redpoint","spain","Albarracín"
"boulder","el mito de la caverna","La peninsula","","8A","2006-03-20","3 a la izq de ""El rey león""","3 a la izq de ""El rey león""","","redpoint","spain","Albarracín"
"boulder","el boulder de jon","Rodellar","el boulder de jon","8A","2006-02-10","grado de travesia","grado de travesia","","flash","spain",""
"boulder","zarzamora","Parking","","8A","2006-02-09","","","","redpoint","spain","Albarracín"
"boulder","Supernova","Magic Wood","bach","8A","2005-08-05","trave de romos","trave de romos","","redpoint","switzerland","Ticino"
"boulder","La beauté de la chose","Targassonne","la baleine 12934","7C+","2012-01-20","","","","flash","france",""
"boulder","Le tombeau de damme panc ashash","Targassonne","taz cedaf","7C+","2012-01-17","3 pegues,7b+...","3 pegues,7b+...","","redpoint","france",""
"boulder","apeadero ¿stand up)","Arrastradero","","7C+","2008-03-08","si no me lo cuentan ignasi y oscar pa rato...","si no me lo cuentan ignasi y oscar pa rato...","","redpoint","spain","Albarracín"
"boulder","Control de Calidad","La peninsula","","7C+","2007-10-23","techito con salida tecnica","techito con salida tecnica","","redpoint","spain","Albarracín"
"boulder","blocainomano","coleccionista de huesos","","7C+","2007-01-04","menudo porron","menudo porron","","redpoint","spain","Albarracín"
"boulder","sin porros","Los techos","","7C+","2006-04-20","#2go               a la dech de ""La campana""","#2go a la dech de ""La campana""","","redpoint","spain","Albarracín"
"boulder","Astronave","Los techos","","7C+","2006-04-15","travesía en el bloque, creo que se llama asi","travesía en el bloque, creo que se llama asi","","redpoint","spain","Albarracín"
"boulder","Motivos personales","Peninsula","","7C+","2006-03-20","fucking, fucking...,2 a la izq de ""El rey león""","fucking, fucking...,2 a la izq de ""El rey león""","","redpoint","spain","Albarracín"
"boulder","le dance","Magic Wood","","7C+","2005-08-05","vaya montad,7c?","vaya montad,7c?","","redpoint","switzerland","Ticino"
"boulder","Un mundo feliz","Zarzalejo","mundo feliz","7C","2015-11-24","","","","redpoint","spain","Madrid"
"boulder","El dios de la Zambomba","Alcañiz","val de taul","7C","2013-01-23","Sit star, ahora a salir por la línea lógica!!","Sit star, ahora a salir por la línea lógica!!","","redpoint","spain",""
"boulder","La Fuente","La fuente","","7C","2012-11-02","","","","redpoint","spain","Albarracín"
"boulder","La chose au fond du trou","Targassonne","baleine a3f4d","7C","2012-01-21","","","","redpoint","france",""
"boulder","I shot Sarconazy","Targassonne","dolmens","7C","2012-01-20","3 pegues, en la guía pone 8a, hay que tener valor...","3 pegues, en la guía pone 8a, hay que tener valor...","","redpoint","france",""
"boulder","nazgul","Targassonne","taz cedaf","7C","2012-01-20","","","","redpoint","france",""
"boulder","katalan psycho","Targassonne","dolmens","7C","2012-01-20","","","","redpoint","france",""
"boulder","Back Bloc","Targassonne","taz cedaf","7C","2012-01-17","Al primer pegue,¿7c? podría ser 7a+","Al primer pegue,¿7c? podría ser 7a+","","redpoint","france",""
"boulder","magic instinct","Targassonne","baleine a3f4d","7C","2012-01-16","","","","flash","france",""
"boulder","Alevosia","SOL","","7C","2009-02-24","de noche y en el descuento","de noche y en el descuento","","redpoint","spain","Albarracín"
"boulder","Tetris","Arrastradero","","7C","2007-12-31","#2go","#2go","","redpoint","spain","Albarracín"
"boulder","Dizdira","Los techos","","7C","2006-10-28","","","mega classic","redpoint","spain","Albarracín"
"boulder","La campana","Techos","","7C","2006-04-20","","","","flash","spain","Albarracín"
"boulder","El maestro de esgrima","El Sol","","7C","2006-04-12","muy bueno","muy bueno","","redpoint","spain","Albarracín"
"boulder","mardie grass","Arrastradero","","7C","2006-03-23","muy fino.","muy fino.","","redpoint","spain","Albarracín"
"boulder","compresion","El Sol","","7C","2006-03-20","#FA","#FA","","redpoint","spain","Albarracín"
"boulder","un bocadito","Arrastradero","","7C","2006-03-20","mantel abierto por miguel.","mantel abierto por miguel.","","redpoint","spain","Albarracín"
"boulder","El movement Arroita","Arrastradero","","7C","2006-03-18","muy alto,a la izq de ""El pais de las bicicletas""","muy alto,a la izq de ""El pais de las bicicletas""","","redpoint","spain","Albarracín"
"boulder","Karmansia","SOL","","7C","2006-03-02","","","","redpoint","spain","Albarracín"
"boulder","El bloque de pedro ""bidedo""","la masia","","7C","2005-12-15","","","","redpoint","spain","Albarracín"
"boulder","dynos don't dino","Magic Wood","","7C","2004-07-24","un lance","un lance","","redpoint","switzerland","Ticino"
"boulder","El Fonteneblístico","La fuente","","7B+","2012-11-02","","","","redpoint","spain","Albarracín"
"boulder","el hadjiz","Targassonne","taz cedaf","7B+","2012-01-17","","","","redpoint","france",""
"boulder","le sous peuple","Targassonne","taz cedaf","7B+","2012-01-17","","","","redpoint","france",""
"boulder","Bambule","El Escorial","","7B+","2011-04-16","mucho calor, con el Trangowrld team!!!!","mucho calor, con el Trangowrld team!!!!","","flash","spain","Madrid"
"boulder","N.N.","Techos","","7B+","2009-02-25","Techito en frente del Rompe Hombros","Techito en frente del Rompe Hombros","","redpoint","spain","Albarracín"
"boulder","Rude Man","Techos","","7B+","2009-02-21","Muy bueno,¿aguantara la regle?","Muy bueno,¿aguantara la regle?","","flash","spain","Albarracín"
"boulder","Libertárias","Alkañiz","paridera","7B+","2009-02-07","en el laboratori del Maki","en el laboratori del Maki","","redpoint","unknown",""
"boulder","Dias de resaca ""extension""","Alkañiz","santa barbara","7B+","2009-01-15","La trave del Maki, futuros ascensionistas confirmaran el grado","La trave del Maki, futuros ascensionistas confirmaran el grado","","onsight","unknown",""
"boulder","Los lunes al sol","Alkañiz","","7B+","2008-12-11","del Maki","del Maki","","redpoint","unknown",""
"boulder","Carnage","Bas Cuvier","","7B+","2008-02-27","","","","redpoint","france","Fontainebleau"
"boulder","N.N.","Elephant","","7B+","2008-02-24","muro plafonero,ese meki con sus monodedos!!!!","muro plafonero,ese meki con sus monodedos!!!!","","redpoint","france","Fontainebleau"
"boulder","oasis","irreversible","","7B+","2008-02-24","","","","redpoint","france","Fontainebleau"
"boulder","el puntal","Alcañiz","paridera","7B+","2008-02-04","#FA","#FA","","redpoint","unknown",""
"boulder","N.N.","Techos","","7B+","2008-02-02","espolón de planos","espolón de planos","","redpoint","spain","Albarracín"
"boulder","manuchacra","Arrastradero","","7B+","2008-01-02","","","","redpoint","spain","Albarracín"
"boulder","el circo del sol","El Sol","","7B+","2006-12-12","sit","sit","","redpoint","spain","Albarracín"
"boulder","La duda ofende","El Sol","","7B+","2006-12-12","","","","redpoint","spain","Albarracín"
"boulder","N.N.","Techos","","7B+","2006-12-12","a la dech de ""serigrafia"" yo creoque sera este grado","a la dech de ""serigrafia"" yo creoque sera este grado","","redpoint","spain","Albarracín"
"boulder","senia","Arrastradero","","7B+","2006-10-29","muy bueno","muy bueno","mega classic","redpoint","spain","Albarracín"
"boulder","el campanario","Techos","","7B+","2006-10-28","variante de ""la campana"" saliendo por el 7a","variante de ""la campana"" saliendo por el 7a","","redpoint","spain","Albarracín"
"boulder","lQuebrantamentes (sit)","Los techos","","7B+","2006-04-18","","","","redpoint","spain","Albarracín"
"boulder","El concilio","Arrastradero","","7B+","2006-04-14","menuda ostia me di!!","menuda ostia me di!!","","redpoint","spain","Albarracín"
"boulder","daños colaterales","La peninsula","","7B+","2006-03-22","a la izda del rey leon","a la izda del rey leon","","redpoint","spain","Albarracín"
"boulder","jabaloyas","El Sol","","7B+","2006-03-15","","","","redpoint","spain","Albarracín"
"boulder","la arista de los belgas","Arrastradero","","7B+","2005-04-30","","","","redpoint","spain","Albarracín"
"boulder","no me acuerdo","Unknown Crag","","7B+","2005-04-30","","","","redpoint","spain","Albarracín"
"boulder","Milano","Techos","","7B+","2005-02-08","","","","redpoint","spain","Albarracín"
"boulder","supernafamacho","Techos","","7B+","2005-02-01","","","","redpoint","spain","Albarracín"
"boulder","askasja","Magic Wood","","7B+","2004-07-24","","","","redpoint","switzerland","Ticino"
"boulder","Flety Chety","El Escorial","cetaceos","7B","2015-11-25","","","","flash","spain","Madrid"
"boulder","Soyuz","Zarzalejo","mundo feliz","7B","2015-11-24","","","","redpoint","spain","Madrid"
"boulder","Thor","Alcañiz","el techo","7B","2013-01-23","","","","redpoint","spain",""
"boulder","Gris day","Alcañiz","val de taul","7B","2013-01-23","#2go               Salida por la dere, guapo","#2go Salida por la dere, guapo","","redpoint","spain",""
"boulder","ramstein","Arrastradero","","7B","2012-11-02","","","","flash","spain","Albarracín"
"boulder","El Plus del Autobus (sit)","La fuente","","7B","2012-11-02","","","","flash","spain","Albarracín"
"boulder","Lukypedia","Arrastradero","","7B","2012-11-02","#FA                Mío y del Danielo!! bueno bueno","#FA Mío y del Danielo!! bueno bueno","","flash","spain","Albarracín"
"boulder","Sing while you may","Targassonne","carriere 7335a","7B","2012-01-18","","","","onsight","france",""
"boulder","Trave de cetaceos","El Escorial","","7B","2011-04-16","Trave muy guapa","Trave muy guapa","","redpoint","spain","Madrid"
"boulder","¿La choncha?","Arrastradero","","7B","2009-03-26","Es una almeja gigante en el arrastradero a la izq, muy caracteristica, nose si se llama asi ni si es este grado, si alguien lo conoce...","Es una almeja gigante en el arrastradero a la izq, muy caracteristica, nose si se llama asi ni si es este grado, si alguien lo conoce...","","redpoint","spain","Albarracín"
"boulder","N.N.","Techos","","7B","2009-01-18","muy guapo, untechito con salida de plano","muy guapo, untechito con salida de plano","","redpoint","spain","Albarracín"
"boulder","N.N.","Alkañiz","santa barbara","7B","2009-01-15","#FA                A la izquierda de ""glorieta de atocha"", como paso es impresionante","#FA A la izquierda de ""glorieta de atocha"", como paso es impresionante","","redpoint","unknown",""
"boulder","Tiempo de paro","Alkañiz","santa barbara","7B","2009-01-15","#FA                Impresionante bloke de Oscar y Maki","#FA Impresionante bloke de Oscar y Maki","","redpoint","unknown",""
"boulder","El puñales","Alkañiz","via","7B","2009-01-14","#FA                mio, en el bloke de la pirámide","#FA mio, en el bloke de la pirámide","","redpoint","unknown",""
"boulder","Fuck de policia (derecha)","Alkañiz","","7B","2008-12-11","#FA                Obra del Taus","#FA Obra del Taus","","redpoint","unknown",""
"boulder","Kefren","Alkañiz","","7B","2008-12-11","#FA                Mio, en el bloque de la pitámide","#FA Mio, en el bloque de la pitámide","","redpoint","unknown",""
"boulder","ECLIPSE","Techos","","7B","2008-11-20","Buen bloke de Carlitos","Buen bloke de Carlitos","","onsight","spain","Albarracín"
"boulder","Ojos negros","SOL","","7B","2008-02-09","7b/b+","7b/b+","","redpoint","spain","Albarracín"
"boulder","la taustanada","Alcañiz","san miguel","7B","2008-02-04","","","","redpoint","unknown",""
"boulder","wasabi","Techos","","7B","2008-02-02","","","","redpoint","spain","Albarracín"
"boulder","Itchi","Valle de la madera","","7B","2008-01-20","a la izq de zatoichi","a la izq de zatoichi","","redpoint","spain","Albarracín"
"boulder","El Pino","Arrastradero","","7B","2007-12-31","con dos laterales que romperan...","con dos laterales que romperan...","","flash","spain","Albarracín"
"boulder","spider-ok","Entre aguas","","7B","2007-01-21","#2go               crispin clander","#2go crispin clander","","redpoint","spain","Albarracín"
"boulder","la rasante pal mutante (sit)","Entre aguas","","7B","2007-01-21","#FA                ese J visionario","#FA ese J visionario","mega classic","redpoint","spain","Albarracín"
"boulder","el espiritu del vino (trave)","los heroes","","7B","2007-01-04","#2go","#2go","","redpoint","spain","Albarracín"
"boulder","fatnacher","El Sol","","7B","2006-12-12","sit","sit","","redpoint","spain","Albarracín"
"boulder","anti-senia","Arrastradero","","7B","2006-10-29","salida con mucho royo","salida con mucho royo","","redpoint","spain","Albarracín"
"boulder","la lapida","Los techos","","7B","2006-04-15","","","","redpoint","spain","Albarracín"
"boulder","trave maja","Arrastradero","","7B","2006-03-30","#FA                7b/b+ a la derecha del 7a+","#FA 7b/b+ a la derecha del 7a+","","redpoint","spain","Albarracín"
"boulder","N.N.","El Sol","","7B","2006-03-05","","","","redpoint","spain","Albarracín"
"boulder","el rey leon","La peninsula","","7B","2006-02-20","","","","redpoint","spain","Albarracín"
"boulder","airline","Parking","","7B","2006-02-09","7b duro","7b duro","","redpoint","spain","Albarracín"
"boulder","aristronauta","El Sol","","7B","2006-02-03","","","","redpoint","spain","Albarracín"
"boulder","N.N.","Arrastradero","","7B","2005-12-10","","","","redpoint","spain","Albarracín"
"boulder","first one","Magic Wood","","7B","2005-08-05","bueno","bueno","","redpoint","switzerland","Ticino"
"boulder","popsel","Magic Wood","","7B","2004-07-24","3 pegues","3 pegues","","redpoint","switzerland","Ticino"
"boulder","Zarzapellejo","Zarzalejo","la plaza","7A+","2015-11-24","","","","redpoint","spain","Madrid"
"boulder","Body in decay","Targassonne","taz cedaf","7A+","2012-01-17","#2go","#2go","","redpoint","france",""
"boulder","Pute éffraction","Targassonne","baleine a3f4d","7A+","2012-01-16","","","","redpoint","france",""
"boulder","N.N.","Parking","","7A+","2009-10-07","","","","redpoint","spain","Albarracín"
"boulder","N.N.","SOL","","7A+","2009-02-22","Karmansia izq","Karmansia izq","","redpoint","spain","Albarracín"
"boulder","Rompe hombros","Techos","","7A+","2009-02-21","","","","redpoint","spain","Albarracín"
"boulder","N.N.","Alkañiz","via","7A+","2009-01-14","El de pajarin, buenísimo","El de pajarin, buenísimo","","redpoint","unknown",""
"boulder","Leña al mono","Arrastradero","","7A+","2008-03-08","","","","redpoint","spain","Albarracín"
"boulder","El Empeine encantado","Arrastradero","","7A+","2008-02-09","a la derecha del orejas","a la derecha del orejas","","flash","spain","Albarracín"
"boulder","conexion a con el grano en la mano","Alcañiz","san miguel","7A+","2008-02-04","#FA","#FA","","redpoint","unknown",""
"boulder","N.N.","Techos","","7A+","2008-02-02","","","","onsight","spain","Albarracín"
"boulder","la mentira","Arrastradero","","7A+","2008-01-20","","","","redpoint","spain","Albarracín"
"boulder","scratchy","Valle de la madera","","7A+","2008-01-20","","","","onsight","spain","Albarracín"
"boulder","N.N.","La peninsula","","7A+","2007-10-23","a la izquierda del 7c+","a la izquierda del 7c+","","flash","spain","Albarracín"
"boulder","La cena de los idiotas","La peninsula","","7A+","2007-10-23","a la izq. de efecto mariposa,sit","a la izq. de efecto mariposa,sit","","redpoint","spain","Albarracín"
"boulder","el espiritu del vino","los heroes","","7A+","2007-01-04","#2go","#2go","","redpoint","spain","Albarracín"
"boulder","N.N.","los heroes","","7A+","2007-01-04","","","","redpoint","spain","Albarracín"
"boulder","Panico en el tunel","El Sol","","7A+","2006-05-18","","","","onsight","spain","Albarracín"
"boulder","la línea enemiga","SOL","","7A+","2006-05-16","","","","onsight","spain","Albarracín"
"boulder","la cornisa","Arrastradero","","7A+","2006-03-23","a la derecha de mardie grass","a la derecha de mardie grass","","onsight","spain","Albarracín"
"boulder","a ciegas","Techos","","7A+","2006-02-11","","","","redpoint","spain","Albarracín"
"boulder","A oscuras","Techos","","7A+","2006-02-11","","","","redpoint","spain","Albarracín"
"boulder","El señor de las moscas","SOL","","7A+","2006-02-10","","","","redpoint","spain","Albarracín"
"boulder","N.N.","La peninsula","","7A+","2005-12-15","","","","redpoint","spain","Albarracín"
"boulder","el efecto mariposa","La peninsula","","7A+","2005-12-15","stand up","stand up","","redpoint","spain","Albarracín"
"boulder","insrte","Magic Wood","","7A+","2005-08-05","","","","redpoint","switzerland","Ticino"
"boulder","ofre","Magic Wood","","7A+","2005-08-05","","","","redpoint","switzerland","Ticino"
"boulder","empezadno sentado","Unknown Crag","","7A+","2005-04-30","","","","redpoint","spain","Albarracín"
"boulder","El Phomega","Los techos","","7A+","2005-02-01","a la izquierda del supernafamacho","a la izquierda del supernafamacho","","redpoint","spain","Albarracín"
"boulder","acazd","Magic Wood","","7A+","2004-07-24","","","","redpoint","switzerland","Ticino"
"boulder","nomer","Magic Wood","","7A+","2004-07-24","","","","onsight","switzerland","Ticino"
"boulder","La Puerta","El Escorial","la puerta","7A+","2002-11-13","","","","redpoint","spain","Madrid"
"boulder","tam tam","Zarzalejo","pradera 862df","7A","2015-11-24","","","","redpoint","spain","Madrid"
"boulder","Blokabajo","Alcañiz","valdeprior","7A","2013-01-23","","","","flash","spain",""
"boulder","Con el mantel en el bolsillo","La fuente","","7A","2012-11-02","","","","flash","spain","Albarracín"
"boulder","to be arnot","Targassonne","carriere 7335a","7A","2012-01-18","La plaquita de schumacher!!!","La plaquita de schumacher!!!","","redpoint","france",""
"boulder","N.N.","Targassonne","dolmens","7A","2012-01-18","","","","onsight","france",""
"boulder","la baleine","Targassonne","la baleine 12934","7A","2012-01-16","","","","onsight","france",""
"boulder","N.N.","El Escorial","","7A","2011-04-16","","","","redpoint","spain","Madrid"
"boulder","Paralelo 65","La peninsula","","7A","2009-10-07","#FA","#FA","","redpoint","spain","Albarracín"
"boulder","N.N.","palpant","","7A","2009-02-24","","","","onsight","spain","Albarracín"
"boulder","N.N.","Alckañiz","paridera","7A","2009-02-07","#2go               del Maki","#2go del Maki","","redpoint","unknown",""
"boulder","Noches de fiesta","Alkañiz","santa barbara","7A","2009-01-15","","","","onsight","unknown",""
"boulder","Glorieta de atocha","Alkañiz","santa barbara","7A","2009-01-15","#FA                buenísimo","#FA buenísimo","","redpoint","unknown",""
"boulder","Fitness de Whitness","Techos","","7A","2008-11-20","Volviendo a albarra con mis colegas que son unos titanes","Volviendo a albarra con mis colegas que son unos titanes","","flash","spain","Albarracín"
"boulder","La Joker","Bas Cuvier","","7A","2008-02-27","","","","flash","france","Fontainebleau"
"boulder","La Cle","Bas Cuvier","","7A","2008-02-27","","","","onsight","france","Fontainebleau"
"boulder","Cortomaltèse","Bas Cuvier","","7A","2008-02-27","","","","redpoint","france","Fontainebleau"
"boulder","Cle de droite","Bas Cuvier","","7A","2008-02-27","#2go               impresionante","#2go impresionante","","redpoint","france","Fontainebleau"
"boulder","N.N.","Arrastradero","","7A","2008-02-09","a la izquierda del orejas","a la izquierda del orejas","","onsight","spain","Albarracín"
"boulder","N.N.","Arrastradero","","7A","2008-01-20","2 a la izq de la mentira","2 a la izq de la mentira","","redpoint","spain","Albarracín"
"boulder","N.N.","Arrastradero","","7A","2007-12-31","a la izq del tetris","a la izq del tetris","","flash","spain","Albarracín"
"boulder","N.N.","enyre aguas","","7A","2007-01-21","","","","onsight","spain","Albarracín"
"boulder","el coleccionista de huesos","coleccionista de huesos","","7A","2007-01-04","placa fina","placa fina","","redpoint","spain","Albarracín"
"boulder","N.N.","El Sol","","7A","2006-12-12","","","","onsight","spain","Albarracín"
"boulder","Esperanza","Arrastradero","","7A","2006-05-09","","","","flash","spain","Albarracín"
"boulder","tonicoefebrescente","Arrastradero","","7A","2006-04-28","","","","onsight","spain","Albarracín"
"boulder","El pais de las bicicletas","Arrastradero","","7A","2006-03-18","","","","onsight","spain","Albarracín"
"boulder","La rave","Parking","","7A","2005-09-30","","","","redpoint","spain","Albarracín"
"boulder","N.N.","Unknown Crag","","7A","2005-04-30","","","","redpoint","spain","Albarracín"
"boulder","unitl","Magic Wood","","7A","2004-07-24","","","","redpoint","switzerland","Ticino"
"boulder","operzel","Magic Wood","","7A","2004-07-24","","","","redpoint","switzerland","Ticino"
"boulder","moreover","Magic Wood","","7A","2004-07-24","","","","redpoint","switzerland","Ticino"
"boulder","el del bar","El Escorial","bar","7A","2002-11-13","","","","redpoint","spain","Madrid"
"boulder","N.N.","Magic Wood","","6C+","2004-07-24","","","","onsight","switzerland","Ticino"
"boulder","N.N.","Magic Wood","","6B+","2004-07-24","","","","onsight","switzerland","Ticino"
"sport","Ali Hulk sit start extension total","Rodellar","ali baba","9b","2020-09-20","Realmente buena!! Mucha resistencia corporal!! Que contento!!!!!!!!!!","Realmente buena!! Mucha resistencia corporal!! Que contento!!!!!!!!!!","","redpoint","spain",""
"sport","Fin de Ali Hulk extensión total sit start","Rodellar","ali baba","9a+","2020-09-26","#FA","#FA","","redpoint","spain",""
"sport","Ali Hulk Extension Total","Rodellar","ali baba","9a+","2020-09-09","Vamos!!! Vaya luchada en las regletas finales!!! Con el nuevo final vaya guinda que tiene!!! Menufo lío hay aquí!!! Ja ja ja!!!","Vamos!!! Vaya luchada en las regletas finales!!! Con el nuevo final vaya guinda que tiene!!! Menufo lío hay aquí!!! Ja ja ja!!!","","redpoint","spain",""
"sport","No pain no gain","Rodellar","ventanas","9a+","2017-06-06","#FA                Y por fin llego el día!!!! Contentísimo por llegar al final de este proceso que empezó cuando era un crío con mi gran amigo Alejandro Gimenez!!! Soñamos, visualizamos y equipamos esta fantástica línea que pensábamos que igual nunca haríamos!!!! Pero al final conseguimos cerrar el círculo de la mejor manera!!!! No pain no gain ya tiene nombre y apellido!!! Pára mi la vía más dura que hice, creo que puede ser este grado, futuros dirán aunque la verdad eso me importa poco!!!!","#FA Y por fin llego el día!!!! Contentísimo por llegar al final de este proceso que empezó cuando era un crío con mi gran amigo Alejandro Gimenez!!! Soñamos, visualizamos y equipamos esta fantástica línea que pensábamos que igual nunca haríamos!!!! Pero al final conseguimos cerrar el círculo de la mejor manera!!!! No pain no gain ya tiene nombre y apellido!!! Pára mi la vía más dura que hice, creo que puede ser este grado, futuros dirán aunque la verdad eso me importa poco!!!!","","redpoint","spain",""
"sport","p con fin mas hulk extension","Rodellar","ali baba","9a","2020-08-28","Buena vía que combina Boulder y cuerda, parece corta pero...","Buena vía que combina Boulder y cuerda, parece corta pero...","","redpoint","spain",""
"sport","El intento","Cuenca","rincon de la ermita","9a","2018-04-30","8c+/9a buena luchada mental... desde el principio cayendo arriba!! joder si me costo!!! buenos pegues con Gonzalin!! Gracias a todos los que me habéis acompañado!!!","8c+/9a buena luchada mental... desde el principio cayendo arriba!! joder si me costo!!! buenos pegues con Gonzalin!! Gracias a todos los que me habéis acompañado!!!","","redpoint","spain",""
"sport","Autoengaño","Rodellar","ventanas","9a","2016-09-21","La última de la trilogía!!!! salimos del manicomio pero no nos vamos muy lejos... Mucho pain y poco gain!!! Ja ja ja","La última de la trilogía!!!! salimos del manicomio pero no nos vamos muy lejos... Mucho pain y poco gain!!! Ja ja ja","","redpoint","spain",""
"sport","Siempre inconformistas","Rodellar","ventanas","9a","2016-08-27","#FA                Para mi más dura que los otros 9a's del sector, pero no creo que sea más, igual 9a/+ nose, mucho tiempo invertido en este techo te hace perder las referencias!!! Futuros repetidores confirmaran el grado!!grados aparte, una linea espectacular con un final con mucha mucha resis!!!!","#FA Para mi más dura que los otros 9a's del sector, pero no creo que sea más, igual 9a/+ nose, mucho tiempo invertido en este techo te hace perder las referencias!!! Futuros repetidores confirmaran el grado!!grados aparte, una linea espectacular con un final con mucha mucha resis!!!!","","redpoint","spain",""
"sport","Siempre libre","Rodellar","ventanas","9a","2016-08-16","Espectacular línea de Dani Andrada, el cual se encargo de hacer la FA. Aprovechando la ""ventana"" de viento y después de 13 caidas en el bloque, consigo chapar la reu de esta ""Supervía""!!!! Muy contento!!! gracias a todos los presentes por los animos!! seguimos motivados en este trozo de techo!!!","Espectacular línea de Dani Andrada, el cual se encargo de hacer la FA. Aprovechando la ""ventana"" de viento y después de 13 caidas en el bloque, consigo chapar la reu de esta ""Supervía""!!!! Muy contento!!! gracias a todos los presentes por los animos!! seguimos motivados en este trozo de techo!!!","","redpoint","spain",""
"sport","Los Inconformistas","Rodellar","las ventanas del mascun","9a","2016-06-15","Totalmente inesperado!!!! Con la gran Reme al otro lado de la cuerda!!! 8c+/9a debería existir esta casilla en la página, hay muchas vías en este grado...","Totalmente inesperado!!!! Con la gran Reme al otro lado de la cuerda!!! 8c+/9a debería existir esta casilla en la página, hay muchas vías en este grado...","","redpoint","spain",""
"sport","La Bongada","Espadelles","","9a","2016-02-06","Buenísima vía de Renoud que estaba un poco en el olvido,para mi 8c+/9a, Alex Megos fantástico escalador al que respeto mucho dijo 9a, Ramonet al que también respeto mucho dijo 8c, sinceramente creo que se aproxima más a la propuesta de Alex que a la de Ramonet, que creo que se equivoco bastante, iria muy flutan para proponer eso!! Muchas gracias a los presentes por los animos!! fue una luchada impresionante en el último bombo!!!","Buenísima vía de Renoud que estaba un poco en el olvido,para mi 8c+/9a, Alex Megos fantástico escalador al que respeto mucho dijo 9a, Ramonet al que también respeto mucho dijo 8c, sinceramente creo que se aproxima más a la propuesta de Alex que a la de Ramonet, que creo que se equivoco bastante, iria muy flutan para proponer eso!! Muchas gracias a los presentes por los animos!! fue una luchada impresionante en el último bombo!!!","","redpoint","spain","Margalef"
"sport","Priorato de Sion","Alquezar","","9a","2016-01-21","Por fin llego el esperado día!!!!!! Todo esfuerzo tiene su recompensa!!! Mil gracias Bada por el pantalón de la suerte!!!! La pareja de moda esta on fire!!! Vamos!!!!","Por fin llego el esperado día!!!!!! Todo esfuerzo tiene su recompensa!!! Mil gracias Bada por el pantalón de la suerte!!!! La pareja de moda esta on fire!!! Vamos!!!!","","redpoint","spain","Barcelona"
"sport","Fabela pa la enmienda","Santa Linya","santa linya","9a","2014-03-15","buenisima vía!! y buen final para un ciclo en Santa Linya!!! Vamoooos!!!","buenisima vía!! y buen final para un ciclo en Santa Linya!!! Vamoooos!!!","","redpoint","spain","Barcelona"
"sport","Era Vella","Coma closa","","9a","2012-04-15","Una de las vías mas bonitas que he escalado nunca!!! Muchas gracias a todos!!! Vamooooos!!","Una de las vías mas bonitas que he escalado nunca!!! Muchas gracias a todos!!! Vamooooos!!","","redpoint","spain","Margalef"
"sport","Monster","Alquezar","cuevas","9a","2011-02-20","Igual puede ser 8c+/9a, no se se me hace muy difícil graduar vías en la cueva, lo que esta claro que es más dura que ""Desarroyo"" y que ""El templo"", una gran combinación!!!","Igual puede ser 8c+/9a, no se se me hace muy difícil graduar vías en la cueva, lo que esta claro que es más dura que ""Desarroyo"" y que ""El templo"", una gran combinación!!!","","redpoint","spain","Barcelona"
"sport","Super Nowa","Vadiello","la caverna","9a","2009-05-28","siiiiiiii!!!!! Bien!!! Excelente ruta, gracias a todos por los animos, joder que contento estoy!!!","siiiiiiii!!!!! Bien!!! Excelente ruta, gracias a todos por los animos, joder que contento estoy!!!","","redpoint","spain","Barcelona"
"sport","Koldoren Munduan","Oñate","","8c+","2020-08-01","Para mi más dura que los otros 8c’s del sector","Para mi más dura que los otros 8c’s del sector","","redpoint","spain",""
"sport","Fin de Ali Hulk extension Total","Rodellar","ali baba","8c+","2020-07-09","8c+/9a, el último tramo suma un poquito, le da un punto de resis, a ver si hacemos algo serio!!!!","8c+/9a, el último tramo suma un poquito, le da un punto de resis, a ver si hacemos algo serio!!!!","","redpoint","spain",""
"sport","Fin de Ali Hulk extension","Rodellar","ali baba","8c+","2020-07-01","Calor inhumano!!!!!","Calor inhumano!!!!!","","redpoint","spain",""
"sport","Hulk extensión total","Rodellar","ali baba","8c+","2020-06-30","Buena resis en al última parte!","Buena resis en al última parte!","","redpoint","spain",""
