"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"sport","Colosal-Crow R-2","Foz de zafrané","cueva","8c","2018-11-05","#FA                Primer 8c después de la paternidad!!! Buen día en familia! Y con el maestro al otro lado de la cuerda!!!","#FA Primer 8c después de la paternidad!!! Buen día en familia! Y con el maestro al otro lado de la cuerda!!!","","redpoint","spain",""
"sport","Destrepando Pipeline","Alquezar","cuevas","8c","2018-02-26","#FA                Buena combo para hacer un buen doblete antes de que llegue la nieve!!! Creo que será sobre 8c, no se...","#FA Buena combo para hacer un buen doblete antes de que llegue la nieve!!! Creo que será sobre 8c, no se...","","redpoint","spain","Barcelona"
"sport","Hulk extension","Rodellar","ali baba","8c","2017-09-09","8c normalito, con la extensión la ""Hulk"" gana mucho como vía! Buena!!","8c normalito, con la extensión la ""Hulk"" gana mucho como vía! Buena!!","","redpoint","spain",""
"sport","Proa+Hulk","Rodellar","ali baba","8c","2017-09-09","Buena línea que completa la Hulk, sales sentado y haces todo el arco de la cueva comenzando por el bloque ""Proa"" 7b+, caí en el último paso de la extensión!!! Habrá que volver a finiquitar y a por su hermana mayor!!!","Buena línea que completa la Hulk, sales sentado y haces todo el arco de la cueva comenzando por el bloque ""Proa"" 7b+, caí en el último paso de la extensión!!! Habrá que volver a finiquitar y a por su hermana mayor!!!","","redpoint","spain",""
"sport","La Trucha","Bielsa","foz de la canal","8c","2017-07-12","Buena vía de Cristian, comparándola con el resto de 8b+ del sector pienso que puede ser 8c","Buena vía de Cristian, comparándola con el resto de 8b+ del sector pienso que puede ser 8c","","redpoint","spain",""
"sport","Welcome to Tijuana","Rodellar","cafe solo","8c","2017-07-08","Un clásico de la dificultad Aragonesa que no podía faltar, la línea original que hiciese Citro, din utilizar el ""escaqueo"" que utiliza todo el mundo por la izquierda en la entrada","Un clásico de la dificultad Aragonesa que no podía faltar, la línea original que hiciese Citro, din utilizar el ""escaqueo"" que utiliza todo el mundo por la izquierda en la entrada","","redpoint","spain",""
"sport","Pal publico","Espadelles","","8c","2017-02-26","#FA                Buena vía de Dani Andrada, por lo menos hay que hacer una al año en Marga!!!ja ja ja","#FA Buena vía de Dani Andrada, por lo menos hay que hacer una al año en Marga!!!ja ja ja","","redpoint","spain","Margalef"
"sport","The mummy","Rodellar","la palomera","8c","2017-01-25","Que pegue más bueno!!!!!","Que pegue más bueno!!!!!","","redpoint","spain",""
"sport","Si lo sé, no vengo","Balcón de la ermita","","8c","2017-01-15","Buenísima vía de Vicent, buena plancha puercosalica!","Buenísima vía de Vicent, buena plancha puercosalica!","","redpoint","spain","Margalef"
"sport","Fin del conflicto","Coma closa","","8c","2016-10-28","4p. de lo mejor de Margalef","4p. de lo mejor de Margalef","","redpoint","spain","Margalef"
"sport","mistral negra","Rodellar","las ventanas del mascun","8c","2016-06-16","Buena combo!","Buena combo!","","redpoint","spain",""
"sport","Ponzoñarte R-2","Foz de zafrané","cueva","8c","2015-09-30","#FA                Primer 8c de la provincia de Zaragoza!! Pero esto no termina aquí..... La ponzo esta on fire!!!!","#FA Primer 8c de la provincia de Zaragoza!! Pero esto no termina aquí..... La ponzo esta on fire!!!!","","redpoint","spain",""
"sport","magic eye","Oñate","korea 909b7","8c","2015-07-12","#2go               La que faltaba de la trilogía que siempre quise hacer!!!! Vamoooooos!!!!!","#2go La que faltaba de la trilogía que siempre quise hacer!!!! Vamoooooos!!!!!","","redpoint","spain",""
"sport","Panorámix","Oñate","korea 909b7","8c","2015-07-11","3 pegues!!! Súper buena y súper contento!!!!","3 pegues!!! Súper buena y súper contento!!!!","","redpoint","spain",""
"sport","Honky tonky","Oñate","korea 909b7","8c","2015-07-09","3 pegues mas alguno que le di hace 12 años!!! Qué ganas tenía de hacer esta súper clasica!!!!","3 pegues mas alguno que le di hace 12 años!!! Qué ganas tenía de hacer esta súper clasica!!!!","","redpoint","spain",""
"sport","Cazalolos es+","Somaén","cueva","8c","2015-06-23","Muy mala condición, tufa y humedad brutal, pero con la tormenta se puso un tempero brutal para compensar!! Buena vía de Rafa!!","Muy mala condición, tufa y humedad brutal, pero con la tormenta se puso un tempero brutal para compensar!! Buena vía de Rafa!!","","redpoint","spain","Madrid"
"sport","Mae Terra","Rodellar","boveda","8c","2015-06-07","","","","redpoint","spain",""
"sport","cascabel","Rodellar","boveda","8c","2015-05-27","5 pegues, muy buena vía de Danilo, resistencia pura!!","5 pegues, muy buena vía de Danilo, resistencia pura!!","","redpoint","spain",""
"sport","ondanadas de intentos","Cuenca","rincon de la ermita","8c","2015-04-24","3 pegues, muy buena, un ""mini-intento""","3 pegues, muy buena, un ""mini-intento""","","redpoint","spain",""
"sport","Remeneo por Aplom","Santa Linya","","8c","2015-02-25","Buenísima vía!!!","Buenísima vía!!!","","redpoint","spain","Barcelona"
"sport","Mandanga","Villanueva del Rosario","chilam balam","8c","2014-10-22","3p.","3p.","","redpoint","spain",""
"sport","la planta de shiva 1R","Villanueva del Rosario","chilam","8c","2014-10-14","4p. buena","4p. buena","","redpoint","spain",""
"sport","403","Les tenebres","","8c","2014-05-20","5 pegues, muy buena, diferente al estilo de Marga","5 pegues, muy buena, diferente al estilo de Marga","","redpoint","spain","Margalef"
"sport","Victimas del passat R1","La Finestra","","8c","2014-05-19","8c/c+ seguro, de las más duras que he hecho en Marga, pero buenísima!!! Esto no acaba aquí...","8c/c+ seguro, de las más duras que he hecho en Marga, pero buenísima!!! Esto no acaba aquí...","","redpoint","spain","Margalef"
"sport","Ingravid Serps","Santa Linya","cova gran","8c","2014-03-22","","","","redpoint","spain","Barcelona"
"sport","La Novena Puerta","Santa Linya","santa linya","8c","2014-02-27","frío infernal!!! la veo fácil para 8c+, igual 8c duro o 8c/c+, independientemente es muy buena vía que pide a gritos su reequipamiento, ojo con algún seguro!!!","frío infernal!!! la veo fácil para 8c+, igual 8c duro o 8c/c+, independientemente es muy buena vía que pide a gritos su reequipamiento, ojo con algún seguro!!!","","redpoint","spain","Barcelona"
"sport","Digital system","Santa Linya","santa linya","8c","2014-02-22","que buena joder!!! caí en la extensión!! Fuck!!","que buena joder!!! caí en la extensión!! Fuck!!","","redpoint","spain","Barcelona"
"sport","Fabelita","Santa Linya","cuevaita","8c","2014-02-12","tres pegues, reales dos ya que en el primero un descuido en primera chapa me tiro y me baje, muy buena vía!!!","tres pegues, reales dos ya que en el primero un descuido en primera chapa me tiro y me baje, muy buena vía!!!","","redpoint","spain","Barcelona"
"sport","Rollito Sharma extension","Santa Linya","cova gran","8c","2014-01-30","","","","redpoint","spain","Barcelona"
"sport","Kalliste","Archidona","cuevas de las grajas","8c","2013-11-05","3pegues, uno hace 4 años hasta la mitad, hoy al segundo, esta no podia faltar!!!! buenisima!!!","3pegues, uno hace 4 años hasta la mitad, hoy al segundo, esta no podia faltar!!!! buenisima!!!","","redpoint","spain","Malaga"
"sport","Sex after climb","Otiñar","","8c","2013-10-30","#2go","#2go","","redpoint","spain",""
"sport","El hijo libre","Rodellar","delfin atras","8c","2013-06-07","","","","redpoint","spain",""
"sport","Combifetis","Finestra","","8c","2013-03-24","","","","redpoint","spain","Margalef"
"sport","2X30","El pati","","8c","2013-03-22","2 pegues después de Patinoso","2 pegues después de Patinoso","","redpoint","spain","Siurana"
"sport","Pal este","Espadelles","","8c","2013-02-02","Una de las mejores lineas de Margalef, para mi podría ser 8c+, la barra 8c/c+ la tiene seguro, si no, hay que revisar muchas vías...","Una de las mejores lineas de Margalef, para mi podría ser 8c+, la barra 8c/c+ la tiene seguro, si no, hay que revisar muchas vías...","","redpoint","spain","Margalef"
"sport","Fish eye","Oliana","contrafort de rumbau","8c","2012-11-15","3 pegues + 3 el año pasado!! muy buena aunque desde abajo parece más tartera!!","3 pegues + 3 el año pasado!! muy buena aunque desde abajo parece más tartera!!","","redpoint","spain","Barcelona"
"sport","Los ultimos vampiros hippies","Espadelles","","8c","2012-01-22","...una espinita clavada...","...una espinita clavada...","","redpoint","spain","Margalef"
"sport","mutter","Alquezar","","8c","2011-10-26","","","","redpoint","spain","Barcelona"
"sport","Hundido","Bentue","","8c","2011-07-19","","","","redpoint","spain",""
"sport","Aitzol","Finestra","","8c","2011-05-02","6 pegues","6 pegues","","redpoint","spain","Margalef"
"sport","L'espiadimonis","Cova boix","","8c","2011-04-30","Doblete con el Morenin","Doblete con el Morenin","","redpoint","spain","Margalef"
"sport","Florida","Rodellar","la surgencia","8c","2009-10-01","Tras la rotura de varios cantos la ""Nueva Florida"" queda definitivamente de 8c","Tras la rotura de varios cantos la ""Nueva Florida"" queda definitivamente de 8c","","redpoint","spain",""
"sport","Amistad","Rodellar","las ventanas del mascun","8c","2008-10-08","duro bloke en el techo","duro bloke en el techo","","redpoint","spain",""
"sport","Silencio en el tiempo","Teverga","planeta x","8c","2008-07-24","5 pegues, buenisima Nori te toca...","5 pegues, buenisima Nori te toca...","","redpoint","spain",""
"sport","Iron man","Rodellar","la surgencia","8c","2008-07-12","Con el clan del beso in biceps o! je je je","Con el clan del beso in biceps o! je je je","","redpoint","spain",""
"sport","el templo del tee","Alquezar","","8c","2007-12-07","1ªrepet,puede ser 8c habra que confirmar","1ªrepet,puede ser 8c habra que confirmar","","redpoint","spain","Barcelona"
"sport","Suma cero","Cuenca","rincon de la ermita","8c","2007-09-26","guardada n la retina de gaspar yeeeea!","guardada n la retina de gaspar yeeeea!","","redpoint","spain",""
"sport","Mistral","Rodellar","las ventanas del mascun","8c","2007-06-07","Por finnnnnn,ese metodo de graham bueno JODER DANI JODER","Por finnnnnn,ese metodo de graham bueno JODER DANI JODER","","redpoint","spain",""
"sport","Terapia de grito","Cuenca","martin alhaja","8c","2007-04-23","el puto monodit que me desquicio...","el puto monodit que me desquicio...","mega classic","redpoint","spain",""
"sport","Psicosis","Alquezar","","8c","2007-01-20","menuda psicopretada!!!!!!!!!","menuda psicopretada!!!!!!!!!","","redpoint","spain","Barcelona"
"sport","Nuria","Cuenca","rincon de la ermita","8c","2006-10-12","6 pegues, muy buena!!!!!!","6 pegues, muy buena!!!!!!","mega classic","redpoint","spain",""
"sport","White Zombie","Baltzola","sarrera nagusia b","8c","2005-06-30","5 pegues","5 pegues","","redpoint","spain","Bilbao"
"sport","Geminis","Rodellar","gran boveda","8c","2005-06-04","8b+/c","8b+/c","","redpoint","spain",""
"sport","Cous cous","El Chorro","makinodromo 9b1b5","8c","2005-01-15","","","","redpoint","spain","Malaga"
"sport","Pata negra","Rodellar","las ventanas del mascun","8c","2004-07-14","muy buena","muy buena","","redpoint","spain",""
"sport","Malsoñando","Gandía","bovedon","8c","2004-01-30","6 pegues","6 pegues","","redpoint","spain","Alicante"
"sport","Tsunami","Alquezar","cuevas","8c","2004-01-11","","","","redpoint","spain","Barcelona"
"sport","Nowa","Vadiello","la caverna","8c","2003-05-15","","","","redpoint","spain","Barcelona"
"sport","Mala vida","Oñate","san elias","8c","2000-05-18","mi primer 8c","mi primer 8c","","redpoint","spain",""
"sport","40 extensiones","Rodellar","ali baba","8b+","2020-09-05","","","","redpoint","spain",""
"sport","Simonides","Oñate","corea dffc5","8b+","2020-07-22","Muy buena","Muy buena","","redpoint","spain",""
"sport","Ragots Minables","Bielsa","foz de la canal","8b+","2020-07-18","","","","redpoint","spain",""
"sport","El problema perfecto","Los Meses","cueva de la paja","8b+","2020-07-04","","","","onsight","spain",""
"sport","The Crow-Colosal","Foz de zafrané","cueva","8b+","2020-06-22","#FA","#FA","","redpoint","spain",""
"sport","The Crow (R-1)","Foz de zafrané","cueva","8b+","2020-06-17","#FA              
              #2go","#FA #2go","","redpoint","spain",""
"sport","Los Humildes pa Casa","Oliana","contrafort de rumbau","8b+","2019-12-30","Menudo rutón, años queriendo hacerla y realmente como me esperaba!!! Lastima tener hecho el primer largo de 7c común con ""Mind Control"", porque realmente la hice a vista!!!","Menudo rutón, años queriendo hacerla y realmente como me esperaba!!! Lastima tener hecho el primer largo de 7c común con ""Mind Control"", porque realmente la hice a vista!!!","","redpoint","spain","Barcelona"
"sport","Halva Power","Kyparissi","babala","8b+","2019-10-23","Brutal de buena!!!! que buen día!!!!","Brutal de buena!!!! que buen día!!!!","","onsight","greece",""
"sport","Rainbow Warrier","Nifada","","8b+","2019-10-21","#2go               Mejor 8b+ muy cerca a vista, una pena!!! muy guapa, mejor de lo que parece","#2go Mejor 8b+ muy cerca a vista, una pena!!! muy guapa, mejor de lo que parece","","redpoint","greece","Leonidio"
"sport","la dette de beauté","Rodellar","surgencia","8b+","2019-06-23","3 pegues, buenísima vía, del estilo que su vecina pero un poco más dura","3 pegues, buenísima vía, del estilo que su vecina pero un poco más dura","","redpoint","spain",""
"sport","Buena Sensación","Rodellar","gran boveda","8b+","2019-04-20","Dura para mi, 8b+/c seguro comparándola con el resto...","Dura para mi, 8b+/c seguro comparándola con el resto...","","redpoint","spain",""
"sport","Colosal-Crow R-1","Foz de zafrané","cueva","8b+","2018-09-20","#FA","#FA","","redpoint","spain",""
"sport","Estrella superforzada","Rodellar","ventanas","8b+","2018-07-17","Muy de trucos, podría ser 8b/b+ no se...","Muy de trucos, podría ser 8b/b+ no se...","","redpoint","spain",""
"sport","Pame tiia","Rodellar","surgencia","8b+","2018-07-14","Gran vía de Oscar Cacho, va por ti amigo!","Gran vía de Oscar Cacho, va por ti amigo!","","redpoint","spain",""
"sport","Drogo del revés","Buñol","corral de cabras","8b+","2018-04-01","Gracias al Flash milimetrico de Gonzalo, si no, ni de coña la hago!!! Quizás con este metodo facíl para 8b+ no se...","Gracias al Flash milimetrico de Gonzalo, si no, ni de coña la hago!!! Quizás con este metodo facíl para 8b+ no se...","","flash","spain",""
"sport","Pipeline R-1","Alquezar","cuevas","8b+","2018-01-30","#FA                Durillo, igual 8b+/c","#FA Durillo, igual 8b+/c","","redpoint","spain","Barcelona"
"sport","Tentación de sikar","San Pelegrín","","8b+","2017-12-23","Una de las mejores placas que he escalado en toda mi vida, mil gracias Beto por equipar estas vías de una calidad extremadamente buena!!!","Una de las mejores placas que he escalado en toda mi vida, mil gracias Beto por equipar estas vías de una calidad extremadamente buena!!!","","redpoint","spain",""
"sport","Hulk","Rodellar","ali baba","8b+","2017-08-04","Doblete con Lucas!!!","Doblete con Lucas!!!","","redpoint","spain",""
"sport","Ferrerísmo","San Pelegrín","","8b+","2017-01-18","3 pegues, uno de los mejores largos que he escalado en Guara, una moderna vía de old school con el sello de Beto quien se encargó de hacer la primera y además con una dedicatoria muy especial, grande Beto!!!!","3 pegues, uno de los mejores largos que he escalado en Guara, una moderna vía de old school con el sello de Beto quien se encargó de hacer la primera y además con una dedicatoria muy especial, grande Beto!!!!","","redpoint","spain",""
"sport","El conflicto vasco","Coma closa","","8b+","2016-10-01","Posiblemente de los mejores 5 largos de Marga","Posiblemente de los mejores 5 largos de Marga","","redpoint","spain","Margalef"
"sport","Doctor dolor","Rodellar","lechonilandia","8b+","2016-09-11","5p. Via muy de resis, muy buena, buena línea y movimientos muy guapos, creo que es la segunda ascensión después de Andrada, 8b+/c","5p. Via muy de resis, muy buena, buena línea y movimientos muy guapos, creo que es la segunda ascensión después de Andrada, 8b+/c","","redpoint","spain",""
"sport","AIMAR","Oñate","korea 909b7","8b+","2016-07-05","3 pegues, para mí la mejor del muro!!! Y eso que el muro está lleno de joyas!!!","3 pegues, para mí la mejor del muro!!! Y eso que el muro está lleno de joyas!!!","","redpoint","spain",""
"sport","agur","Oñate","korea 909b7","8b+","2016-07-03","3pegues, Buenísima!!!","3pegues, Buenísima!!!","","redpoint","spain",""
"sport","Fill de Caín","El Purgatori","","8b+","2016-05-14","#2go","#2go","","redpoint","spain","Margalef"
"sport","Omaha Beach","Motherlode","","8b+","2016-04-23","#2go               Muy cerca a vista!! Jooooo","#2go Muy cerca a vista!! Jooooo","","redpoint","united states","Red River Gorge (KY)"
"sport","el gran blau","Oliana","oliana","8b+","2016-03-26","Buenísima, 3 pegues","Buenísima, 3 pegues","","redpoint","spain","Barcelona"
"sport","Gorilas en la niebla","Oliana","oliana","8b+","2016-03-25","Una pena a vista, le falto muy poco...","Una pena a vista, le falto muy poco...","","redpoint","spain","Barcelona"
"sport","El món de sofía","El pati","siurana","8b+","2016-02-23","","","","redpoint","spain","Siurana"
"sport","Bongada Iberica","Espadelles","","8b+","2016-01-24","","","","redpoint","spain","Margalef"
"sport","Vivir en la ignorancia","Cuenca","valdecabras sur","8b+","2015-11-08","Buenísima vía de Rafa!!!!","Buenísima vía de Rafa!!!!","","redpoint","spain",""
"sport","Thor","Calcena","","8b+","2015-09-06","#FA                Equipada con mi hermano, precioso espolón con movimientos súper estéticos, difícil de graduar pero bien merece una visita a Calcena solo por probarla!!!","#FA Equipada con mi hermano, precioso espolón con movimientos súper estéticos, difícil de graduar pero bien merece una visita a Calcena solo por probarla!!!","","redpoint","spain",""
"sport","La casa del terror","Rodellar","surgencia","8b+","2015-08-06","","","","redpoint","spain",""
"sport","eclipse total","Rodellar","cueva de los cazadores","8b+","2015-06-21","Al primer pegue, brutal el recorrido!!!","Al primer pegue, brutal el recorrido!!!","","redpoint","spain",""
"sport","Ça ma fait trop de trucs","Rodellar","gran boveda","8b+","2015-06-02","#FA                Muy buena vía de Casteran!! Variante de Alter ego","#FA Muy buena vía de Casteran!! Variante de Alter ego","","redpoint","spain",""
"sport","Súper colosal","Foz de zafrané","cueva","8b+","2015-04-28","#FA                Muy buena vía de Óscar, resistencia pura!!!","#FA Muy buena vía de Óscar, resistencia pura!!!","","redpoint","spain",""
"sport","""Conexión citrica""","Bentue","bentue","8b+","2015-04-17","Muy buena","Muy buena","","redpoint","spain",""
"sport","Rock fuck","Santa Linya","santa linya","8b+","2015-02-21","3 go, muy buena, patinazo a vista en la reunión!!! Fuck!!","3 go, muy buena, patinazo a vista en la reunión!!! Fuck!!","","redpoint","spain","Barcelona"
"sport","Remeneo Canario","Santa Linya","cova gran","8b+","2015-02-13","Segundo pegue, pero ya tenía hechas Meneo canario y Novena puerta, buena","Segundo pegue, pero ya tenía hechas Meneo canario y Novena puerta, buena","","redpoint","spain","Barcelona"
"sport","Momento payaso","Otiñar","","8b+","2014-11-17","#2go               Bruuuuuutal!!!","#2go Bruuuuuutal!!!","","redpoint","spain",""
"sport","Queimada","Villanueva del Rosario","chilam balam","8b+","2014-10-24","#2go               de las mejores de la cueva","#2go de las mejores de la cueva","","redpoint","spain",""
"sport","Maïa","Bielsa","foz de la canal","8b+","2014-07-31","4 pegues, de las mejores del muro","4 pegues, de las mejores del muro","","redpoint","spain",""
"sport","Pablito","Bielsa","foz de la canal","8b+","2014-07-27","#FA                Buena vía del presi!!! Difícil de graduar, muy a bloque, más dura que los 8b's del sector, 8b/b+ o 8b+ fácil, no se, habrá que hacer Maia para comparar!!!!","#FA Buena vía del presi!!! Difícil de graduar, muy a bloque, más dura que los 8b's del sector, 8b/b+ o 8b+ fácil, no se, habrá que hacer Maia para comparar!!!!","","redpoint","spain",""
"sport","Reconchuda","Rodellar","ventanas","8b+","2014-07-15","#2go               Entre 8b y 8b+, paso muy morfo! para pequeños paso bastante duro","#2go Entre 8b y 8b+, paso muy morfo! para pequeños paso bastante duro","","redpoint","spain",""
"sport","Kif kif","Bielsa","foz de la canal","8b+","2014-07-12","#2go               Que poco le falto!!! Lástima no ver ese canto.....","#2go Que poco le falto!!! Lástima no ver ese canto.....","","redpoint","spain",""
"sport","La perla","Racó de la Coma Closa","","8b+","2014-05-08","Buenísima!!! Igual de buena que de técnica!!!","Buenísima!!! Igual de buena que de técnica!!!","","redpoint","spain","Margalef"
"sport","El sikario","Escalete","muro del fondo","8b+","2014-04-09","Una clásica, una joya, una de las que no pueden faltar!!","Una clásica, una joya, una de las que no pueden faltar!!","","redpoint","spain",""
"sport","Total Hero","Espadelles","","8b+","2014-02-01","Buenísima vía de Vicent","Buenísima vía de Vicent","","redpoint","spain","Margalef"
"sport","Super Vixens","Espadelles","","8b+","2014-01-26","Por fín!!! se me rebotó la jodida!!! buenísima vía de Vicent!!!","Por fín!!! se me rebotó la jodida!!! buenísima vía de Vicent!!!","","redpoint","spain","Margalef"
"sport","Anita","Otiñar","","8b+","2013-11-02","#2go","#2go","","redpoint","spain",""
"sport","Phaenomelogie des Geistes","Bielsa","foz de la canal","8b+","2013-08-18","#FA                No se si es 8b duro o 8b+, hablando con Manu Lopez decidimos 8b+, ya se confirmará...buenísima!!!","#FA No se si es 8b duro o 8b+, hablando con Manu Lopez decidimos 8b+, ya se confirmará...buenísima!!!","","redpoint","spain",""
"sport","Los voladores de papantla","Rodellar","las ventanas del mascun","8b+","2013-06-05","3 pegues","3 pegues","","redpoint","spain",""
"sport","Kale borroka","El pati","","8b+","2013-03-26","3 pegues, buena","3 pegues, buena","","redpoint","spain","Siurana"
"sport","Migranya Profunda","L'olla","","8b+","2013-03-08","3 pegues! una clásica buenísima!","3 pegues! una clásica buenísima!","","redpoint","spain","Siurana"
"sport","Cocaína pura y dura","Espadelles","","8b+","2013-01-12","3 pegues, buenísima vía de Iker!!!","3 pegues, buenísima vía de Iker!!!","","redpoint","spain","Margalef"
"sport","Terence hill","Catedral","","8b+","2012-03-28","Excelente vía de Vicent, Vamooooooooosss!!!!","Excelente vía de Vicent, Vamooooooooosss!!!!","","onsight","spain","Margalef"
"sport","Via del Quim","Finestra","","8b+","2011-10-12","","","","redpoint","spain","Margalef"
"sport","Monkeys & clowns","Foz de zafrané","cueva","8b+","2011-07-13","#FA                Tengo muchas dudas pero igual es dura para 8b, ya confirmaran futuros repetidores, ahí la tienes Marquitos!!!","#FA Tengo muchas dudas pero igual es dura para 8b, ya confirmaran futuros repetidores, ahí la tienes Marquitos!!!","","redpoint","spain",""
"sport","Shanghai Baby","Rodellar","gran boveda","8b+","2011-06-01","#2go               Variante de El Salto del Angel","#2go Variante de El Salto del Angel","","redpoint","spain",""
"sport","Código natural","Cuenca","martin alhaja","8b+","2011-04-28","#2go","#2go","","redpoint","spain",""
"sport","Violadores del verso","Cuenca","martin alhaja","8b+","2011-04-27","#2go","#2go","","redpoint","spain",""
"sport","Diario de un loco","Cuenca","rincon de la ermita","8b+","2011-04-18","#2go","#2go","","redpoint","spain",""
"sport","La Desidia","Alquezar","colegiata","8b+","2010-12-26","60 metrazos de vía!!! maratón con la firma indiscutible de Beto...","60 metrazos de vía!!! maratón con la firma indiscutible de Beto...","","redpoint","spain","Barcelona"
"sport","Transworld Depravity","Motherlode","","8b+","2010-10-30","4 pegues en 2 días, otra joya del Red...","4 pegues en 2 días, otra joya del Red...","","redpoint","united states","Red River Gorge (KY)"
"sport","El ñapas te cita en el lavadero","Bentue","bentue","8b+","2010-09-21","","","","redpoint","spain",""
"sport","Flash over","Finestra","","8b+","2010-09-10","","","","redpoint","spain","Margalef"
"sport","Darwin Dixit","Laboratori","","8b+","2010-02-01","","","","redpoint","spain","Margalef"
"sport","El Templico","Alquezar","","8b+","2009-11-26","#FA                Buena salida del Templo a la reu de la extensión del Quijote, grado a confirmar...","#FA Buena salida del Templo a la reu de la extensión del Quijote, grado a confirmar...","","redpoint","spain","Barcelona"
"sport","La Primeira Del Hijo","Rodellar","delfin","8b+","2009-10-02","","","","redpoint","spain",""
"sport","La sombra del viento","Rodellar","surgencia","8b+","2009-09-29","A la derecha de ""Florida""","A la derecha de ""Florida""","","redpoint","spain",""
"sport","Corrupción","Rodellar","las ventanas del mascun","8b+","2009-09-20","A la izquierda de ""ch5"" buena","A la izquierda de ""ch5"" buena","","redpoint","spain",""
"sport","El despertar de la bestia (r4)","Los Meses","dias de lluvia","8b+","2009-08-25","Al primer pegue","Al primer pegue","","redpoint","spain",""
"sport","super napal death","Vadiello","la caverna","8b+","2009-06-03","","","","redpoint","spain","Barcelona"
"sport","O Draconian Devil","Poets","iannis","8b+","2009-04-07","gracias a todos por los animos, Miguel,Peter,Chacon, Nico, Poli, Isabel y Rafa","gracias a todos por los animos, Miguel,Peter,Chacon, Nico, Poli, Isabel y Rafa","","onsight","greece","Kalymnos"
"sport","Manus city no","Rodellar","ali baba","8b+","2008-05-05","variante a la derecha de ""Manus"", esta de 8c dero Danilo y yo pensamos que mejor 8b+, es la mejor de todas!","variante a la derecha de ""Manus"", esta de 8c dero Danilo y yo pensamos que mejor 8b+, es la mejor de todas!","","redpoint","spain",""
"sport","Los 40 ladrones","Rodellar","ali baba","8b+","2008-05-02","5 pegues","5 pegues","","redpoint","spain",""
"sport","orujito","Archidona","cueva las grajas","8b+","2008-04-25","3 pegues, de las mejores vías en su estilo,incrible, merece la pena viajar para hacerla. bien por Bernabe!!!","3 pegues, de las mejores vías en su estilo,incrible, merece la pena viajar para hacerla. bien por Bernabe!!!","","redpoint","spain","Malaga"
"sport","Rollito Sharma","Santa Linya","cova gran","8b+","2008-03-17","","","","redpoint","spain","Barcelona"
"sport","Taladrina","Cuenca","rincon de la ermita","8b+","2007-09-27","","","","redpoint","spain",""
"sport","Especie suicida","Teverga","planeta x","8b+","2007-08-30","sigo buscando el ofertón!! pr´próxima parada...PERPETRATOR","sigo buscando el ofertón!! pr´próxima parada...PERPETRATOR","","redpoint","spain",""
"sport","Trio ternura L2","Santa Linya","cova gran","8b+","2006-09-29","#2go               sin contar un pegue al 8a+","#2go sin contar un pegue al 8a+","","redpoint","spain","Barcelona"
"sport","Caprichos de Lujuria L2","Rodellar","el meandro","8b+","2006-07-29","","","","redpoint","spain",""
"sport","El Salto del Angel","Rodellar","gran boveda","8b+","2006-07-08","","","","redpoint","spain",""
"sport","Florida","Rodellar","la surgencia","8b+","2006-05-28","","","","redpoint","spain",""
"sport","Narko","Bentue","la raya","8b+","2004-10-01","#FA","#FA","","redpoint","spain",""
"sport","vulgar display of power","Vadiello","el rio","8b+","2003-04-29","","","","redpoint","spain","Barcelona"
"sport","talones lejanos","Vadiello","la cascada","8b+","2003-04-17","dura dura","dura dura","","redpoint","spain","Barcelona"
"sport","Desafiando a Newton","Alquezar","cuevas","8b+","2003-01-17","","","","redpoint","spain","Barcelona"
"sport","Sur La Route De Madison","Rodellar","piscineta","8b","2020-08-08","Brutal de buena, he gozado mucho. Nunca 8b+...","Brutal de buena, he gozado mucho. Nunca 8b+...","","onsight","spain",""
"sport","anangu","Oñate","korea 909b7","8b","2020-07-21","#2go               8a+/b","#2go 8a+/b","","redpoint","spain",""
"sport","El Farmas va...","Los Meses","cueva la paja","8b","2020-07-04","#FA                Buena vía de Nachete","#FA Buena vía de Nachete","","redpoint","spain",""
"sport","El koala","Santa Linya","cova gran","8b","2020-03-08","","","","redpoint","spain","Barcelona"
"sport","Hidrofobia","Montsant","raco de misa 7d89a","8b","2020-01-02","Buena clásica para empezar bien el año! Doblete con Danielin!!!","Buena clásica para empezar bien el año! Doblete con Danielin!!!","","onsight","spain",""
"sport","Gaidoura Doura","Twin caves","","8b","2019-10-28","De las mejores lineas","De las mejores lineas","","onsight","greece","Leonidio"
"sport","Kopa Kabana","Elona","","8b","2019-10-20","De las mejores del viaje","De las mejores del viaje","","onsight","greece","Leonidio"
"sport","Goliath Ext.","Elona","","8b","2019-10-18","Brutal, rutonazo de las que no pueden faltar, épico final con el sol en la cara!!!","Brutal, rutonazo de las que no pueden faltar, épico final con el sol en la cara!!!","","onsight","greece","Leonidio"
"sport","12210","Los Meses","la paja","8b","2019-07-12","Más dura que la de racderecha","Más dura que la de racderecha","","redpoint","spain",""
"sport","El clan del cannabis","Rodellar","boveda","8b","2019-06-01","#2go               Ya tenía hechas las dos hace tiempo, buena combo","#2go Ya tenía hechas las dos hace tiempo, buena combo","","redpoint","spain",""
"sport","Olympia","Rodellar","la surgencia","8b","2018-09-22","Rutón de Doke que ""cedio"" al Climbing Festival Rodellar 2018 y que hizo las delicias de los presentes!!!","Rutón de Doke que ""cedio"" al Climbing Festival Rodellar 2018 y que hizo las delicias de los presentes!!!","","flash","spain",""
