"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"boulder","Los hermanos cabezones","Colmenar","","7B","2018-04-11","#FA                Creo que no esta hecho. Cabroncete de un paso.","#FA Creo que no esta hecho. Cabroncete de un paso.","","redpoint","spain",""
"boulder","Wife of life","San Martín De Valdeiglesias","","7B","2018-02-16","#2go","#2go","","redpoint","spain",""
"boulder","Saltimbanqui","Unknown Crag","","7B","2017-12-24","Buenisimo!!","Buenisimo!!","","redpoint","spain","Albarracín"
"boulder","Crisis de inversion","Unknown Crag","","7B","2017-12-23","#2go               Buenisimo!","#2go Buenisimo!","","redpoint","spain","Albarracín"
"boulder","midnight parking","Unknown Crag","","7B","2017-12-23","Duro, guapo y raro.","Duro, guapo y raro.","","redpoint","spain","Albarracín"
"boulder","fight club","Unknown Crag","","7B","2017-12-23","#2go               Buenisimo","#2go Buenisimo","","redpoint","spain","Albarracín"
"boulder","TEC-B30-L1","Unknown Crag","","7B","2017-12-22","Pone 7a,pero me parecio 7b.","Pone 7a,pero me parecio 7b.","","redpoint","spain","Albarracín"
"boulder","o'dinamismo","Unknown Crag","","7B","2017-12-22","","","","redpoint","spain","Albarracín"
"boulder","Ninja high school","La Pedriza","","7B","2017-12-12","Esa Lauri que te lo llevas!","Esa Lauri que te lo llevas!","","flash","spain",""
"boulder","N.N.","Alcolea","","7B","2017-12-03","a la izq del todo, de romos.","a la izq del todo, de romos.","","redpoint","spain",""
"boulder","Placa el escalón","El Vellon","","7B","2017-11-09","Buenisimo bloque a la izquierda del todo de El Vellon. Yo elegí el metodo de placa. Un día de pegues hace dos años que me chine y le di mil pegues y no lo hice y hoy pisé bien y al primer pegue.","Buenisimo bloque a la izquierda del todo de El Vellon. Yo elegí el metodo de placa. Un día de pegues hace dos años que me chine y le di mil pegues y no lo hice y hoy pisé bien y al primer pegue.","","redpoint","spain","Madrid"
"boulder","Lance ¿?","Zarzalejo","","7B","2017-10-30","Un muro desplomado en el que no escalada nadie y que tiene buenos bloques y ademas nuevos. Esta pasando el a mano derecha de la praderita. Fa?","Un muro desplomado en el que no escalada nadie y que tiene buenos bloques y ademas nuevos. Esta pasando el a mano derecha de la praderita. Fa?","","redpoint","spain","Madrid"
"boulder","Los sin Butsir","Zarzalejo","","7B","2017-10-08","muy bueno! 7a+ antes, ahora un pelo mas duro porque rompio una regle.","muy bueno! 7a+ antes, ahora un pelo mas duro porque rompio una regle.","","redpoint","spain","Madrid"
"boulder","placa ss","Navalosa","","7B","2017-10-01","buenisimo boulder, al lado de lana. Segundo ascenso.","buenisimo boulder, al lado de lana. Segundo ascenso.","","redpoint","spain","Madrid"
"boulder","izq lana","Navalosa","","7B","2017-10-01","ss. 5 estrellas","ss. 5 estrellas","","redpoint","spain","Madrid"
"boulder","Proa","Rodellar","ali baba","7B","2017-07-30","Buen Boulder que esta justo abajo de la hulk y va desde sentado y haciendo todo el filo. En mi opinión es 7b+","Buen Boulder que esta justo abajo de la hulk y va desde sentado y haciendo todo el filo. En mi opinión es 7b+","","redpoint","spain",""
"boulder","eclipse","Unknown Crag","","7B","2017-01-02","","","","flash","spain","Albarracín"
"boulder","Ineschakra","Unknown Crag","","7B","2017-01-01","para mi mas facil que manuchakra. 7b/+","para mi mas facil que manuchakra. 7b/+","","redpoint","spain","Albarracín"
"boulder","el plus del autobus","Unknown Crag","","7B","2017-01-01","Todos los bloques aqui son un pepino!!!!","Todos los bloques aqui son un pepino!!!!","","flash","spain","Albarracín"
"boulder","Wasame","Unknown Crag","","7B","2016-12-29","Mano a mano con octavio. Hasta que consigues atinar!!","Mano a mano con octavio. Hasta que consigues atinar!!","","redpoint","spain","Albarracín"
"boulder","Danian","Unknown Crag","","7B","2016-12-29","Para mi es 7b+ pero francamente creo que es un 7b morfo ya que si eres largo llegas al canto para parar mejor la puerta, a mi me toco pararla de las regles jaja","Para mi es 7b+ pero francamente creo que es un 7b morfo ya que si eres largo llegas al canto para parar mejor la puerta, a mi me toco pararla de las regles jaja","","redpoint","spain","Albarracín"
"boulder","aeroline","Unknown Crag","","7B","2016-12-27","","","","flash","spain","Albarracín"
"boulder","El mundo de sofia","Navalosa","el callejon","7B","2016-12-11","Mola. Proyecto de hace unos año. para ser navalosa es un bloque suavete. Ahora al sit!!","Mola. Proyecto de hace unos año. para ser navalosa es un bloque suavete. Ahora al sit!!","","redpoint","spain","Madrid"
"boulder","Ovni","Zarzalejo","","7B","2016-11-16","de pie claro. Entretenido, un saltito. La bajada 9c+.","de pie claro. Entretenido, un saltito. La bajada 9c+.","","redpoint","spain","Madrid"
"boulder","punto g","Zarzalejo","","7B","2016-11-16","al principio nos parecia un puto canteo, de noche con frontales no veiamos los pies, pero guay en cuanto tienes la secuencia clara de pies!! Ese trucha k cerquita!!","al principio nos parecia un puto canteo, de noche con frontales no veiamos los pies, pero guay en cuanto tienes la secuencia clara de pies!! Ese trucha k cerquita!!","","redpoint","spain","Madrid"
"boulder","Slimthinknife","Zarzalejo","","7B","2016-11-13","Filo plano de pillar buenas condiciones. Es raro pero una vez le pillas el rollo sale sencillo. Puede que sea 7a+.","Filo plano de pillar buenas condiciones. Es raro pero una vez le pillas el rollo sale sencillo. Puede que sea 7a+.","","redpoint","spain","Madrid"
"boulder","ronroneo","La Pedriza","","7B","2016-11-01","Gracias al flash de sergio. Vaya salidita...","Gracias al flash de sergio. Vaya salidita...","","flash","spain",""
"boulder","Vita Dinamita Extensión.","La Granja","valsain","7B","2016-10-10","de aguantar una puerta. Era uno propuesta de 7b+, pero hemos encontrado otro metodo y bueno creo que se me a dado muy bien... me parece entre 7a+ y 7b. Blocazo!!","de aguantar una puerta. Era uno propuesta de 7b+, pero hemos encontrado otro metodo y bueno creo que se me a dado muy bien... me parece entre 7a+ y 7b. Blocazo!!","","flash","spain",""
"boulder","The Fly","Navalosa","campanitas","7B","2016-09-23","un blocazo mitico de la zona, y obligado. Fui mi proyecto hace 2 años, hasta que un personajillo me partio la patata y me era inhumano. Hoy al primero!!","un blocazo mitico de la zona, y obligado. Fui mi proyecto hace 2 años, hasta que un personajillo me partio la patata y me era inhumano. Hoy al primero!!","","redpoint","spain","Madrid"
"boulder","Pahari","Hoya moros","caos","7B","2016-09-17","de pie, buenisimo y raro.","de pie, buenisimo y raro.","","redpoint","spain","Madrid"
"boulder","Calenton perruno","Navalosa","callejon","7B","2016-02-21","FA de javier meng y proyecto de Vicente, K hoy hacemos el doblete!! Enhorabuena!! muy guapo y de gesto. Creo que mejor 7b en vez de 7c","FA de javier meng y proyecto de Vicente, K hoy hacemos el doblete!! Enhorabuena!! muy guapo y de gesto. Creo que mejor 7b en vez de 7c","","redpoint","spain","Madrid"
"boulder","N.N.","Navalosa","","7B","2016-02-21","dere de la ola. muy guapa la entrada sentado y luego placa. Puede que 7a+.","dere de la ola. muy guapa la entrada sentado y luego placa. Puede que 7a+.","","flash","spain","Madrid"
"boulder","La nenaza fantasma","Navalosa","campanitas","7B","2016-02-20","muy bueno!! mas k saltar traccionar. Hoy al 3ºp.","muy bueno!! mas k saltar traccionar. Hoy al 3ºp.","","redpoint","spain","Madrid"
"boulder","La mamada perdida","La Pedriza","","7B","2016-01-17","buen encadene!! y además un mitico que siempre quise hacer. casi caigo en la salida pero aprete el ojal.","buen encadene!! y además un mitico que siempre quise hacer. casi caigo en la salida pero aprete el ojal.","","flash","spain",""
"boulder","Adios los Dedos","Burguillo","peso","7B","2015-12-19","buen flash!! No me ha parecido 7b+, aunk igual se me a dado bien.","buen flash!! No me ha parecido 7b+, aunk igual se me a dado bien.","","flash","spain","Madrid"
"boulder","N.N.","Burguillo","","7B","2015-12-19","a la izq del only chicha. Un poco cabron.","a la izq del only chicha. Un poco cabron.","","redpoint","spain","Madrid"
"boulder","Sharmatico","La Pedriza","","7B","2015-12-07","con la piedra. Un lance raro k te echa hacia atras. Empieza la temporada bloquera!!","con la piedra. Un lance raro k te echa hacia atras. Empieza la temporada bloquera!!","","redpoint","spain",""
"boulder","El cuadradito","Torrelodones","patoneros","7B","2015-10-21","suavecito. Pillar el truco a la salida del romo... Por k no vale el canto? como puede seer tan eliminatorio, si lo tienes en la cara y ademas lo pisas? no lo entiendo...","suavecito. Pillar el truco a la salida del romo... Por k no vale el canto? como puede seer tan eliminatorio, si lo tienes en la cara y ademas lo pisas? no lo entiendo...","","redpoint","spain","Madrid"
"boulder","ceguera social","Tamajon","potencia hidrogenada","7B","2015-09-05","Me a parecido bien duro.","Me a parecido bien duro.","","redpoint","spain",""
"boulder","el loco del campin","Rodellar","","7B","2015-08-03","#FA                morfo. saliendo desde la piedra de abajo.","#FA morfo. saliendo desde la piedra de abajo.","","redpoint","spain",""
"boulder","escolopendra","Rodellar","","7B","2015-07-25","el del campin. Muy guapo!","el del campin. Muy guapo!","","redpoint","spain",""
"boulder","Golum","La Pedriza","","7B","2015-05-15","por la izquierda de sentado, 7b/7b+. gracias al flasheo de Alan!","por la izquierda de sentado, 7b/7b+. gracias al flasheo de Alan!","","flash","spain",""
"boulder","Torbellino de frescor","Navalosa","","7B","2015-05-10","3 pegues. jollita escondida navalosera. travesía muy guapa con regletas k cortan un huevo y sin pies, con un paso largo final duro. Con el rafita","3 pegues. jollita escondida navalosera. travesía muy guapa con regletas k cortan un huevo y sin pies, con un paso largo final duro. Con el rafita","","redpoint","spain","Madrid"
"boulder","pequeño y peleon","Navalosa","","7B","2015-01-04","FA de Vicent. Crujir una regleta izq y lanzarte a un romo de mierda to estirao y luego la salida no la regalan... Mejor 7b","FA de Vicent. Crujir una regleta izq y lanzarte a un romo de mierda to estirao y luego la salida no la regalan... Mejor 7b","","redpoint","spain","Madrid"
"boulder","Maria no me la empina","Navalosa","callejon","7B","2015-01-02","Siiiiii!! Mucho tiempo. Método diferente al resto. Me pareció 7b o 7b+.","Siiiiii!! Mucho tiempo. Método diferente al resto. Me pareció 7b o 7b+.","","redpoint","spain","Madrid"
"boulder","El farias","Torrelodones","patoneros","7B","2014-12-24","saliendo por la izquierda.","saliendo por la izquierda.","","redpoint","spain","Madrid"
"boulder","el buscador","Navalosa","","7B","2014-08-24","Primer ascenso opino 7b/+, Vicente opino 7a y yo 7b. Muy bueno!!","Primer ascenso opino 7b/+, Vicente opino 7a y yo 7b. Muy bueno!!","","redpoint","spain","Madrid"
"boulder","N.N.","Campisábalos","","7B","2014-08-19","a la izq de ""hombrosia"". 7a no creo, más acertado decir que es 7b.","a la izq de ""hombrosia"". 7a no creo, más acertado decir que es 7b.","","redpoint","spain",""
"boulder","El cuervo","Tamajon","la cobaya","7B","2014-07-25","#2go               Muy muy bueno!! 7a+/b","#2go Muy muy bueno!! 7a+/b","","redpoint","spain",""
"boulder","Beatriz","Tamajon","el metodo","7B","2013-12-08","#2go               Muy guapa!!","#2go Muy guapa!!","","redpoint","spain",""
"boulder","Beatriz busca su método","Tamajon","gh","7B","2013-08-26","#2go               petadoooo","#2go petadoooo","","redpoint","spain",""
"boulder","La atalaya","La Pedriza","","7A+","2020-02-26","Muy bueno, muy duro y mucho miedo!!","Muy bueno, muy duro y mucho miedo!!","","redpoint","spain",""
"boulder","Sin nonbre","Castillo de bayuela","","7A+","2019-12-15","#2go               Dos pasos de regles y mantel. Bonita chincheta.","#2go Dos pasos de regles y mantel. Bonita chincheta.","","redpoint","spain",""
"boulder","Invertidios","Unknown Crag","","7A+","2019-11-28","","","","redpoint","spain","Albarracín"
"boulder","N.N.","Tamajon","","7A+","2019-09-23","Derecha el tío la vara.","Derecha el tío la vara.","","flash","spain",""
"boulder","El tio de la vara","Tamajon","","7A+","2019-09-23","Creo que fácil para el grado...","Creo que fácil para el grado...","","flash","spain",""
"boulder","N.N.","Tamajon","","7A+","2019-09-23","Dos a la derecha del tío la vara, me suena que le dan 7b/+ pero creo que mejor entre 7a y 7a+","Dos a la derecha del tío la vara, me suena que le dan 7b/+ pero creo que mejor entre 7a y 7a+","","flash","spain",""
"boulder","Retrodilla","Cuenca","camino","7A+","2019-02-02","","","","redpoint","spain",""
"boulder","el del Bar","El Escorial","","7A+","2019-01-17","#2go               Brutal y estar donde esta!","#2go Brutal y estar donde esta!","","redpoint","spain","Madrid"
"boulder","SANTI'S MOVE","La Pedriza","","7A+","2019-01-13","Rarete hasta que averiguas el metodo","Rarete hasta que averiguas el metodo","","redpoint","spain",""
"boulder","Izquierda los cachas","Unknown Crag","","7A+","2018-12-09","","","","flash","spain","Albarracín"
"boulder","Canadaconexion","Unknown Crag","","7A+","2018-12-07","Bastante fácil para el grado.","Bastante fácil para el grado.","","flash","spain","Albarracín"
"boulder","abre los ojos","Unknown Crag","","7A+","2018-12-07","Con piedra no entiendo las lineas","Con piedra no entiendo las lineas","","redpoint","spain","Albarracín"
"boulder","Arr-B85-l2","Unknown Crag","","7A+","2018-12-07","Muy fácil para el grado","Muy fácil para el grado","","flash","spain","Albarracín"
"boulder","Los tiriteros","Unknown Crag","","7A+","2018-12-07","","","","flash","spain","Albarracín"
"boulder","Tam Tam","Zarzalejo","","7A+","2018-11-23","Morfo","Morfo","","redpoint","spain","Madrid"
"boulder","Joao en la nava","Tamajon","","7A+","2018-08-29","#FA                Combo","#FA Combo","","redpoint","spain",""
"boulder","De romería","Colmenar","","7A+","2018-04-11","#FA                Muy guapo. 7a/+ o 7a+ de tirar de romos","#FA Muy guapo. 7a/+ o 7a+ de tirar de romos","","redpoint","spain",""
"boulder","Esto no es Joliwu","San Martín De Valdeiglesias","","7A+","2018-02-16","Brutal! con bidedos naturales en granito jaja","Brutal! con bidedos naturales en granito jaja","","flash","spain",""
"boulder","la puerta","El Escorial","","7A+","2018-01-31","Uno mítico y buenisimo!","Uno mítico y buenisimo!","","redpoint","spain","Madrid"
"boulder","Redencion","Unknown Crag","","7A+","2017-12-22","","","","redpoint","spain","Albarracín"
"boulder","A oscuras","Unknown Crag","","7A+","2017-12-22","Que bueno!","Que bueno!","","redpoint","spain","Albarracín"
"boulder","talones lejanos","Zarzalejo","","7A+","2017-10-08","#FA                buenisimo!! Buenos pegues en este nuevo sector.","#FA buenisimo!! Buenos pegues en este nuevo sector.","","redpoint","spain","Madrid"
"boulder","Travesia","Rodellar","","7A+","2017-08-03","Empieza al final del bloque picacho y va hasta la bandeja. Muy guapa con algo de resis.","Empieza al final del bloque picacho y va hasta la bandeja. Muy guapa con algo de resis.","","redpoint","spain",""
"boulder","Anderico","Rodellar","","7A+","2017-07-30","Empieza en el canto casi del final de Proa y va hasta la balma de arriba.","Empieza en el canto casi del final de Proa y va hasta la balma de arriba.","","redpoint","spain",""
"boulder","N.N.","La Granja","","7A+","2017-07-01","justo a la izq del eresma, un monopaso.","justo a la izq del eresma, un monopaso.","","redpoint","spain",""
"boulder","El autista","Torrelodones","patoneros","7A+","2017-01-28","Creo que mejor 7a+","Creo que mejor 7a+","","redpoint","spain","Madrid"
"boulder","ranstain","Unknown Crag","","7A+","2017-01-03","como siempre, otro de los muchos flasheos de Octavio.","como siempre, otro de los muchos flasheos de Octavio.","","flash","spain","Albarracín"
"boulder","Gato con Botas","Unknown Crag","","7A+","2017-01-02","al principio da rile saltar.","al principio da rile saltar.","","redpoint","spain","Albarracín"
"boulder","COL-B20-L1","Unknown Crag","","7A+","2016-12-31","#2go               muy bueno!! No creo que sea 7c.","#2go muy bueno!! No creo que sea 7c.","","redpoint","spain","Albarracín"
"boulder","A ciegas","Unknown Crag","","7A+","2016-12-29","","","","flash","spain","Albarracín"
"boulder","El ermitaño","Unknown Crag","","7A+","2016-12-28","#2go               Muy bueno!","#2go Muy bueno!","","redpoint","spain","Albarracín"
"boulder","no por mucho amanecer alunece mas temprano","Zarzalejo","","7A+","2016-11-16","","","","redpoint","spain","Madrid"
"boulder","El explorador","Hoya moros","recodos ee6fc","7A+","2016-09-18","sin piel.","sin piel.","","redpoint","spain","Madrid"
"boulder","Filia","Tamajon","potencia","7A+","2016-03-18","#2go","#2go","","redpoint","spain",""
"boulder","The wendigo","Burguillo","la rinconada","7A+","2015-12-19","#2go               de pie. De verle el rollo que cuando tocas el romo de arriba lo ves imposible. Ahora sit!!","#2go de pie. De verle el rollo que cuando tocas el romo de arriba lo ves imposible. Ahora sit!!","","redpoint","spain","Madrid"
"boulder","El abrazo del pitbull","La Pedriza","el soto","7A+","2015-12-13","muy guapo aunque mucho más guapo de sentado jaja. Casi al flash, me caigo dos veces en la placa...","muy guapo aunque mucho más guapo de sentado jaja. Casi al flash, me caigo dos veces en la placa...","","redpoint","spain",""
"boulder","El talador","La Pedriza","","7A+","2015-12-07","de echarle cojones para ir a la regle. Creo k al 3º pegue de tirarle sin miedo jaja","de echarle cojones para ir a la regle. Creo k al 3º pegue de tirarle sin miedo jaja","","redpoint","spain",""
"boulder","el gato cosmico","Torrelodones","pedriceros en acero","7A+","2015-10-21","para terminar el dia... le di unos pegues un dia y hoy al segundo. mola esta guapo.","para terminar el dia... le di unos pegues un dia y hoy al segundo. mola esta guapo.","","redpoint","spain","Madrid"
"boulder","Vaginoplastia","Tamajon","google earth","7A+","2015-09-05","#2go               Al primero me jiñe y me tire.","#2go Al primero me jiñe y me tire.","","redpoint","spain",""
"boulder","TIVO TEI","Navalosa","campanitas","7A+","2015-05-01","6 pegues","6 pegues","","redpoint","spain","Madrid"
"boulder","Dios es Jamaicano","Navalosa","","7A+","2015-05-01","campus y mantel. 4 pegues.","campus y mantel. 4 pegues.","","redpoint","spain","Madrid"
"boulder","Zarzapellejo","Zarzalejo","","7A+","2015-02-13","sentado a la izq. bueno medio a vista medio al flash jaja, por impaciente. joee k guapo el bloke me encanta la parte de ekilibrio. pa la proxima de sentado en recto!!","sentado a la izq. bueno medio a vista medio al flash jaja, por impaciente. joee k guapo el bloke me encanta la parte de ekilibrio. pa la proxima de sentado en recto!!","","flash","spain","Madrid"
"boulder","El mundo al reves","Zarzalejo","","7A+","2015-02-13","ouuuuu yeeeaaa!! Se me a dado bien, creo que 7a-7a+.","ouuuuu yeeeaaa!! Se me a dado bien, creo que 7a-7a+.","","flash","spain","Madrid"
"boulder","mantle","Torrelodones","patoneros","7A+","2014-12-24","K duro el hijoputa!! Puede ser 7b.","K duro el hijoputa!! Puede ser 7b.","","redpoint","spain","Madrid"
"boulder","El Tridedo Asesino","Tamajon","arcos","7A+","2014-07-25","3p o 4p. Bastante cabron!!","3p o 4p. Bastante cabron!!","","redpoint","spain",""
"boulder","N.N.","Tamajon","","7A+","2014-07-25","#2go               en el arco, casi al 1ºp. suave comparado con ""tridedo asesino"". empieza dentro del arco abajo a la dere y subes y ya te vas hasta un cazo a la izq y sales por arriba. Igual 7a","#2go en el arco, casi al 1ºp. suave comparado con ""tridedo asesino"". empieza dentro del arco abajo a la dere y subes y ya te vas hasta un cazo a la izq y sales por arriba. Igual 7a","","redpoint","spain",""
"boulder","Tecno-Tecno","Tamajon","","7A+","2014-07-25","#FA              
              #2go
              empiza a la dere del desplome antes de la cueva potencia hidrogenada. Haces la trave a izq y sales por ""doble bloque"".","#FA #2go empiza a la dere del desplome antes de la cueva potencia hidrogenada. Haces la trave a izq y sales por ""doble bloque"".","","redpoint","spain",""
"boulder","sonrisa de Mona Lisa","Navalosa","","7A+","2014-04-18","Muy bueno!! de remontarse","Muy bueno!! de remontarse","","redpoint","spain","Madrid"
"boulder","compresor","Navalosa","","7A+","2014-04-17","unos 8pegues, en el nuevo sector de navalosa, he sido de los primeros ascensos. Esta de 7b, creo que para mi estatura 7a+.","unos 8pegues, en el nuevo sector de navalosa, he sido de los primeros ascensos. Esta de 7b, creo que para mi estatura 7a+.","","redpoint","spain","Madrid"
"boulder","El floren de la nava","Tamajon","el metodo","7A+","2013-12-06","#FA                empieza en una regleta, al lado del bloque maravillao, muy muy encogido para hacer un paso largo al agujero de empiece de Maravillao, y ya salir por arriva. la hice en 5ºpegues","#FA empieza en una regleta, al lado del bloque maravillao, muy muy encogido para hacer un paso largo al agujero de empiece de Maravillao, y ya salir por arriva. la hice en 5ºpegues","","redpoint","spain",""
"boulder","el piedricola","Tamajon","potencia hidrogenada","7A+","2013-08-12","6 pegues. Muy bueno!! Creo que 7a/+","6 pegues. Muy bueno!! Creo que 7a/+","","redpoint","spain",""
"boulder","El del arco","Tamajon","arcos","7A+","2013-08-12","Se situa en el arco no tiene nombre, k sale de unas cazos y termina saliendo por el puente. hecha al 5º pegue.","Se situa en el arco no tiene nombre, k sale de unas cazos y termina saliendo por el puente. hecha al 5º pegue.","","redpoint","spain",""
"boulder","analcran","Navalosa","","7A+","2013-05-05","#FA                lo abrimos depie y sentado, yo fui el primero en encadenarlo de sentado, con una entrada dura. depie 6a+. No se la fecha del encadene.","#FA lo abrimos depie y sentado, yo fui el primero en encadenarlo de sentado, con una entrada dura. depie 6a+. No se la fecha del encadene.","","redpoint","spain","Madrid"
"boulder","ansias","Navalosa","","7A+","2013-05-05","morfo con un empotre a monodedo.","morfo con un empotre a monodedo.","","redpoint","spain","Madrid"
"boulder","El fuego de tu puta madre","Castillo de bayuela","la clinica","7A","2019-12-15","#2go","#2go","","redpoint","spain",""
"boulder","RoofFriend","Unknown Crag","","7A","2019-12-07","Lance muy loco y muy duro.","Lance muy loco y muy duro.","","redpoint","spain","Albarracín"
"boulder","Chakra","Zarzalejo","","7A","2019-02-03","#2go","#2go","","redpoint","spain","Madrid"
"boulder","Zaida","El Escorial","","7A","2019-01-17","Muy muy bueno!","Muy muy bueno!","","onsight","spain","Madrid"
"boulder","YUNQUE","El Escorial","","7A","2019-01-17","","","","onsight","spain","Madrid"
"boulder","Rivera de curtidores","La Pedriza","","7A","2019-01-13","7a/+ de pies","7a/+ de pies","","flash","spain",""
"boulder","Sancho's move","La Pedriza","","7A","2019-01-13","brutal","brutal","","redpoint","spain",""
"boulder","Techo del Javi","La Pedriza","","7A","2019-01-13","6c+/7a","6c+/7a","","flash","spain",""
"boulder","N.N.","Cogollos","","7A","2018-12-28","#2go               En medio del sector. Como rasca.","#2go En medio del sector. Como rasca.","","redpoint","spain",""
"boulder","por el arco","Tamajon","","7A","2018-12-23","","","","redpoint","spain",""
"boulder","N.N.","Unknown Crag","","7A","2018-12-09","#2go               El primero nada más llegar al camping de metro y medio jaja","#2go El primero nada más llegar al camping de metro y medio jaja","","redpoint","spain","Albarracín"
"boulder","Metodo bizarro","Unknown Crag","","7A","2018-12-08","Bastante fácil para el grado... De arrastrarse.","Bastante fácil para el grado... De arrastrarse.","","flash","spain","Albarracín"
"boulder","ARR-B88-L1","Unknown Crag","","7A","2018-12-07","Muy guapo!","Muy guapo!","","flash","spain","Albarracín"
"boulder","gorillaz","Unknown Crag","","7A","2018-12-07","Jajaja ayyy esos saltos!","Jajaja ayyy esos saltos!","","redpoint","spain","Albarracín"
"boulder","Borderd line","Navalosa","","7A","2018-09-29","Brutal de lo mejor que he hecho, duro como siempre es navalosa","Brutal de lo mejor que he hecho, duro como siempre es navalosa","","flash","spain","Madrid"
"boulder","Tic toc","Navalosa","","7A","2018-09-29","Brutal! Enorme Vicente!","Brutal! Enorme Vicente!","","redpoint","spain","Madrid"
"boulder","Bizcoché y ojos de huever","La Pedriza","","7A","2018-06-12","","","","onsight","spain",""
"boulder","Lance a la vuelta de la esquina","La Pedriza","","7A","2018-06-12","Sale estatico.","Sale estatico.","","redpoint","spain",""
"boulder","Señorita caravater","La Pedriza","","7A","2018-06-12","","","","onsight","spain",""
"boulder","N.N.","Colmenar","","7A","2018-04-23","#2go               detras de white widow. Al flash medio me tire de arriba, cai mal y me hice un chichon y una pequeña brecha en la cabeza...","#2go detras de white widow. Al flash medio me tire de arriba, cai mal y me hice un chichon y una pequeña brecha en la cabeza...","","redpoint","spain",""
"boulder","On fire","San Martín De Valdeiglesias","","7A","2018-02-16","","","","flash","spain",""
"boulder","Monolito el de la carmen","La Pedriza","","7A","2018-01-28","un monopaso en una placa.","un monopaso en una placa.","","onsight","spain",""
"boulder","Ibuprofeno","Colmenar","","7A","2018-01-17","Doblete con mi hermano!! Puede ser 6c.","Doblete con mi hermano!! Puede ser 6c.","","flash","spain",""
"boulder","techo don pepo","Unknown Crag","","7A","2017-12-24","","","","flash","spain","Albarracín"
"boulder","Vuelo","Unknown Crag","","7A","2017-12-24","Raro de ver","Raro de ver","","onsight","spain","Albarracín"
"boulder","N.N.","Unknown Crag","","7A","2017-12-23","La cornisa","La cornisa","","onsight","spain","Albarracín"
"boulder","travesia seta","La Cabrera","","7A","2017-02-20","6c-7a. Vaya tactazo!","6c-7a. Vaya tactazo!","","flash","spain",""
"boulder","Espolón Romualdin","La Cabrera","m 124","7A","2017-02-20","#2go               yo queria hacer la foca! jaja","#2go yo queria hacer la foca! jaja","","redpoint","spain",""
"boulder","La Huevera","Torrelodones","la cueva","7A","2017-01-28","#2go               creo que es este, un desplome de tallados que esta a la izq del patoneros. Fallo en el flash por no atinar en el campus final. En zapas jeje","#2go creo que es este, un desplome de tallados que esta a la izq del patoneros. Fallo en el flash por no atinar en el campus final. En zapas jeje","","redpoint","spain","Madrid"
"boulder","El duelo","La Pedriza","","7A","2017-01-18","Plaquita eliminatoria en la que no vale el filo de la dere. Puede que sea 6c.","Plaquita eliminatoria en la que no vale el filo de la dere. Puede que sea 6c.","","onsight","spain",""
"boulder","Yonkies pedriceros","La Pedriza","","7A","2017-01-18","Se me habrá dado bien y habré tenido una coña de las mias pero no me ha parecido 7b.","Se me habrá dado bien y habré tenido una coña de las mias pero no me ha parecido 7b.","","onsight","spain",""
"boulder","Pan Canario","Unknown Crag","","7A","2017-01-02","podría ser 6c+...","podría ser 6c+...","","flash","spain","Albarracín"
"boulder","Pilas hacendado","Unknown Crag","","7A","2017-01-01","","","","flash","spain","Albarracín"
"boulder","El espiritu del vino","Unknown Crag","","7A","2016-12-31","pincha pincha","pincha pincha","","flash","spain","Albarracín"
"boulder","con el mantel en el bolsillo","Unknown Crag","","7A","2016-12-29","3 pegues. Es el diablo este bloque!","3 pegues. Es el diablo este bloque!","","redpoint","spain","Albarracín"
"boulder","el chorro","Unknown Crag","","7A","2016-12-29","","","","flash","spain","Albarracín"
"boulder","La lagrima","Unknown Crag","","7A","2016-12-28","#2go               Blocazo!","#2go Blocazo!","","redpoint","spain","Albarracín"
"boulder","La rave","Unknown Crag","","7A","2016-12-28","Uno que sale recto a la trave. Con otro metodo que es bastante mas facil, ahora sera como 6b+ o 6c.","Uno que sale recto a la trave. Con otro metodo que es bastante mas facil, ahora sera como 6b+ o 6c.","","flash","spain","Albarracín"
"boulder","Esperanza","Unknown Crag","","7A","2016-12-28","#2go               Blocazo con mucho rile! Entre 6c y 7a","#2go Blocazo con mucho rile! Entre 6c y 7a","","redpoint","spain","Albarracín"
"boulder","El reloj de arena","Unknown Crag","","7A","2016-12-28","Muy guapo! Aunque me a parecido entorno al 6c","Muy guapo! Aunque me a parecido entorno al 6c","","flash","spain","Albarracín"
"boulder","Mantle anuar","La Pedriza","","7A","2016-12-22","3 pegues. De gesto.","3 pegues. De gesto.","","redpoint","spain",""
"boulder","El garbancito","La Pedriza","","7A","2016-12-21","#2go               Muy bueno!","#2go Muy bueno!","","redpoint","spain",""
"boulder","Me caí del hidromielix","Navalosa","","7A","2016-12-11","Ya le había hecho, pero lo repito para picar a octavio jaja. Puede que sea 6c en vez de 7a...","Ya le había hecho, pero lo repito para picar a octavio jaja. Puede que sea 6c en vez de 7a...","","redpoint","spain","Madrid"
"boulder","Ciudad sin ley","La Pedriza","","7A","2016-12-08","hay que hacerlo sentado!! De pie puede ser algo menos de 7a.","hay que hacerlo sentado!! De pie puede ser algo menos de 7a.","","flash","spain",""
