"type","route","crag","sector","grade","date","comment","commentRich","quality","style","country","region"
"boulder","L'ordre dels factors","Sant Miquel del Fai","cova gironella","8B","2020-07-13","Fácil para el grado. Quizás 8a+/b trav. Divertida!","Fácil para el grado. Quizás 8a+/b trav. Divertida!","","redpoint","spain",""
"boulder","Blood wolf moon","La cova de l'ocell","esquerra","8B","2020-06-05","Empieza la trave desde la mitad sentado bastante lógico con una sicada y luego haces directamente lo duro. Mucho más a bloque que la trave entera. Ni idea de graduar!","Empieza la trave desde la mitad sentado bastante lógico con una sicada y luego haces directamente lo duro. Mucho más a bloque que la trave entera. Ni idea de graduar!","","redpoint","spain",""
"boulder","Independencia","La cova de l'ocell","cova","8B","2020-05-29","Raro y morfo el principio luego aguantar. 8a+/b supongo.","Raro y morfo el principio luego aguantar. 8a+/b supongo.","","redpoint","spain",""
"boulder","Wild wild west","La Pedriza","","8B","2020-03-12","El mejor yo creo y el más obvio. Para mí 8b bien bonito. 5 minutos después de charlotte","El mejor yo creo y el más obvio. Para mí 8b bien bonito. 5 minutos después de charlotte","","redpoint","spain",""
"boulder","OLEAJE","Castillo de bayuela","farallon","8B","2019-12-15","Divertido. Para mí 5 pasos de 7A-7A+ no le suman casi nada a un 8B... Una opinión más! A tope!","Divertido. Para mí 5 pasos de 7A-7A+ no le suman casi nada a un 8B... Una opinión más! A tope!","","redpoint","spain",""
"boulder","Esperanza sit","Unknown Crag","","8B","2019-12-09","Por fin seco! Para mí un auténtico blocon 5 estrellas! Me ha encantado y me ha parecido 8a+/b en comparación con más bloques de esos grados por albarra.","Por fin seco! Para mí un auténtico blocon 5 estrellas! Me ha encantado y me ha parecido 8a+/b en comparación con más bloques de esos grados por albarra.","","redpoint","spain","Albarracín"
"boulder","Ruiseñor Extension Total","Torrelodones","patoneros","8B","2019-11-24","Ese Chuchi!","Ese Chuchi!","","redpoint","spain","Madrid"
"boulder","biceps bou subsuelo","Castillo de bayuela","","8B","2019-11-19","Muy chulo! Hice lunes al sol, este de pie y al 2° pegue. Ojo la piel en las regles jeje","Muy chulo! Hice lunes al sol, este de pie y al 2° pegue. Ojo la piel en las regles jeje","","redpoint","spain",""
"boulder","Sacamuelas","Tamajon","metodo","8B","2019-10-25","Muy bueno hasta que encontré la forma a la caña para aguantar la puerta de las regles... 8b fácil o 8a+/b.","Muy bueno hasta que encontré la forma a la caña para aguantar la puerta de las regles... 8b fácil o 8a+/b.","","redpoint","spain",""
"boulder","Tú me pinchas yo te pincho","Tamajon","","8B","2019-10-04","Muy bueno a un paso! A la izq de la cueva sit y saliendo por el método. Ni idea del grado es muy difícil graduar esto y más yo que se me da fatal... 8a+/b? 8b?","Muy bueno a un paso! A la izq de la cueva sit y saliendo por el método. Ni idea del grado es muy difícil graduar esto y más yo que se me da fatal... 8a+/b? 8b?","","redpoint","spain",""
"boulder","roconeros extension","Torrelodones","patoneros","8B","2019-04-13","Nuuuu seeee","Nuuuu seeee","","redpoint","spain","Madrid"
"boulder","Anubis","Cave","","8B","2019-04-07","2 pegues de lo mejor que he hecho!","2 pegues de lo mejor que he hecho!","","redpoint","spain",""
"boulder","El teólogo","Campisábalos","","8B","2019-03-01","Rebueno bastante rápido!","Rebueno bastante rápido!","","redpoint","spain",""
"boulder","Soyuz","Zarzalejo","","8B","2019-02-13","Brutal! a quedado más duro después de su rotura por lo que tengo entendido, me lo apunto de 8b porque me a costado mas que cualquier 8a+ pero ni idea. A por el sit!","Brutal! a quedado más duro después de su rotura por lo que tengo entendido, me lo apunto de 8b porque me a costado mas que cualquier 8a+ pero ni idea. A por el sit!","","redpoint","spain","Madrid"
"boulder","Dasy","Tamajon","","8B","2019-01-24","Muy bueno! 2 sesiones.","Muy bueno! 2 sesiones.","","redpoint","spain",""
"boulder","Umbria","Unknown Crag","","8B","2018-12-09","De los mejores bloques que he escalado nunca! El primer pegue a muerte que le daba! En total unos 4p desde abajo... 8a+ o 8b fácil creo yo","De los mejores bloques que he escalado nunca! El primer pegue a muerte que le daba! En total unos 4p desde abajo... 8a+ o 8b fácil creo yo","","redpoint","spain","Albarracín"
"boulder","helicopters on beaches","Unknown Crag","","8B","2018-12-08","Sin duda alguna de lo mejor que escalado! Muy contento y con muchas ganas de volver!","Sin duda alguna de lo mejor que escalado! Muy contento y con muchas ganas de volver!","","redpoint","spain","Albarracín"
"boulder","David Guetto","Tamajon","","8B","2018-09-13","Blocón! Para mi mas duro por la parte del 8a que es bien morfo... Aunque menos mal que encontré una rodilla sin manos!! 8a+/b para mi","Blocón! Para mi mas duro por la parte del 8a que es bien morfo... Aunque menos mal que encontré una rodilla sin manos!! 8a+/b para mi","","redpoint","spain",""
"boulder","El monstruo de las regletas","El Escorial","","8B","2018-04-16","Uno mitico que habia que hacer! 2 días. 1 movimiento.","Uno mitico que habia que hacer! 2 días. 1 movimiento.","","redpoint","spain","Madrid"
"boulder","La morsa","Torrelodones","patoneros","8B","2017-12-13","lance + travesía por la izq. Uff a lo tonto me ha costado bastantes pegues. Hoy tuve que hacer varias veces el lance por tocar la colcho con los pies! Que guapo! Ahora a por el Toy Story jeje","lance + travesía por la izq. Uff a lo tonto me ha costado bastantes pegues. Hoy tuve que hacer varias veces el lance por tocar la colcho con los pies! Que guapo! Ahora a por el Toy Story jeje","","redpoint","spain","Madrid"
"boulder","Ovni","Zarzalejo","","8B","2017-10-30","Por fin pude hacerlo! Que ganas tenia de salir por arriba!! Muy engañoso este bloque, al principio lo ves facil y luego se te empieza a complicar con los pegues... De acuerdo con los ultimos repetidores que entre el 8a+ y el 8b, aunque para mi altura y sin poder pinzar la patata 8b segurisimo! Ahora a por mas proyectos!!","Por fin pude hacerlo! Que ganas tenia de salir por arriba!! Muy engañoso este bloque, al principio lo ves facil y luego se te empieza a complicar con los pegues... De acuerdo con los ultimos repetidores que entre el 8a+ y el 8b, aunque para mi altura y sin poder pinzar la patata 8b segurisimo! Ahora a por mas proyectos!!","","redpoint","spain","Madrid"
"boulder","Flor de loto","La Pedriza","","8B","2017-03-17","Grande Beto por esa FA!! Muchos días y mucha piel invertida... Que alegria y que blocon! Hasta que conseguí aguantar la presión y disfrutar de los pegues. Hoy no se que me ha pasado pero lo he conseguido clavar todo y que saliera facil, pero me tengo que acordar de todos los días anteriores, asique supongo que 8b en vez de 8b+, pero eso es lo de menos, me ha gustado escalarlo y haberlo tenido como proyecto durante unos 10 días en 6 meses!  Muchas gracias a todos mis compis por todo el apoyo! Sin ellos imposible!!","Grande Beto por esa FA!! Muchos días y mucha piel invertida... Que alegria y que blocon! Hasta que conseguí aguantar la presión y disfrutar de los pegues. Hoy no se que me ha pasado pero lo he conseguido clavar todo y que saliera facil, pero me tengo que acordar de todos los días anteriores, asique supongo que 8b en vez de 8b+, pero eso es lo de menos, me ha gustado escalarlo y haberlo tenido como proyecto durante unos 10 días en 6 meses! Muchas gracias a todos mis compis por todo el apoyo! Sin ellos imposible!!","","redpoint","spain",""
"boulder","GRA","cova de l'ocell","cova","8A+","2020-06-02","8A/+ con rodilla. Divertido!","8A/+ con rodilla. Divertido!","","redpoint","spain",""
"boulder","Valor de ley","La Pedriza","","8A+","2020-03-11","8a/+ matizando...","8a/+ matizando...","","redpoint","spain",""
"boulder","dos hombres y un destino","La Pedriza","","8A+","2020-02-26","Muy bueno!","Muy bueno!","","redpoint","spain",""
"boulder","far away","La Pedriza","","8A+","2020-02-26","8a/+ creo. Un poco rebuscado pero divertido!","8a/+ creo. Un poco rebuscado pero divertido!","","redpoint","spain",""
"boulder","Kundalini","El Vellon","","8A+","2020-01-27","Más que nunca controlando cabeza y nervios. Bloque de 15m sobre 8A+ de bloque. Disfrutando y pasando miedo a la vez! Gracias chicos por el apoyo!","Más que nunca controlando cabeza y nervios. Bloque de 15m sobre 8A+ de bloque. Disfrutando y pasando miedo a la vez! Gracias chicos por el apoyo!","","redpoint","spain","Madrid"
"boulder","Vuela","Torrelodones","canibal","8A+","2020-01-17","Papa oso de pie abierto por Israel Olcina. Puede ser 8a","Papa oso de pie abierto por Israel Olcina. Puede ser 8a","","redpoint","spain","Madrid"
"boulder","bindu","Unknown Crag","","8A+","2019-12-09","Había que hacerle! Muy chulo!","Había que hacerle! Muy chulo!","","redpoint","spain","Albarracín"
"boulder","Denominación de origen","Albarracín","","8A+","2019-12-06","#FA                De lo mejor de Albarracín muy muy bueno! Me lo encontré ayer y estuve un pelin mojado asique no se graduar supongo que entre 8a+ y 8b pero bua las condiciones eran muy malas... Ya dirán!","#FA De lo mejor de Albarracín muy muy bueno! Me lo encontré ayer y estuve un pelin mojado asique no se graduar supongo que entre 8a+ y 8b pero bua las condiciones eran muy malas... Ya dirán!","","redpoint","spain",""
"boulder","errara gaztaia","Albarracín","","8A+","2019-11-30","de izquierda a derecha, le dan 8b pero no creo con metodos buenos que sacamos.","de izquierda a derecha, le dan 8b pero no creo con metodos buenos que sacamos.","","redpoint","spain",""
"boulder","boubacar sit","Albarracín","","8A+","2019-11-29","de los mejores que hice. sit.","de los mejores que hice. sit.","","redpoint","spain",""
"boulder","Lateralidad forzada","Valdemanco","","8A+","2019-11-27","Que bueno! Como me ha gustado valdemanco! 3 pasos muy cabrones.","Que bueno! Como me ha gustado valdemanco! 3 pasos muy cabrones.","","redpoint","spain",""
"boulder","Cuadradito m10","Torrelodones","patoneros","8A+","2019-11-24","Le dan 8a+ ya no opino que tengo estoy muy trillado.","Le dan 8a+ ya no opino que tengo estoy muy trillado.","","redpoint","spain","Madrid"
"boulder","los lunes sin sol","Castillo de bayuela","","8A+","2019-11-19","Joder con la cañita... Jeje muy bueno!","Joder con la cañita... Jeje muy bueno!","","redpoint","spain",""
"boulder","El Macho","Castillo de bayuela","la clinica","8A+","2019-11-15","","","","redpoint","spain",""
"boulder","Fiestalada","Tamajon","","8A+","2019-10-25","#FA                Graciosa donde el tío la vara hasta salir por uno a la derecha del corrupto. 8a/+ o así","#FA Graciosa donde el tío la vara hasta salir por uno a la derecha del corrupto. 8a/+ o así","","redpoint","spain",""
"boulder","Rebota Quimby","Becerril de la Sierra","","8A+","2019-05-19","Blocon entre 8a y 8a+ de dos pasos.","Blocon entre 8a y 8a+ de dos pasos.","","redpoint","spain",""
"boulder","El Farías extensión total","Torrelodones","","8A+","2019-04-12","Mola pa jugar y además me pete jaja creo que le dan 8b...","Mola pa jugar y además me pete jaja creo que le dan 8b...","","redpoint","spain","Madrid"
"boulder","Nómada de la colchoneta","Cuenca","","8A+","2019-02-02","Blocon! Entre 8a/+ y 8a+. Primera repetición!","Blocon! Entre 8a/+ y 8a+. Primera repetición!","","redpoint","spain",""
"boulder","massive attack","El Escorial","","8A+","2019-01-17","Brutal siempre he querido escalarlo! saque un metodo al final con una caña a la dere jeje.","Brutal siempre he querido escalarlo! saque un metodo al final con una caña a la dere jeje.","","redpoint","spain","Madrid"
"boulder","40 grados","La Pedriza","","8A+","2019-01-13","Blocon! para 8a+ facil pero no se se me da bien este estilo.","Blocon! para 8a+ facil pero no se se me da bien este estilo.","","redpoint","spain",""
"boulder","Infiltrado","Tamajon","","8A+","2019-01-04","#FA                Empiezas a la derecha y sales por incógnito sobre 8a/+ un poco más que incógnito.","#FA Empiezas a la derecha y sales por incógnito sobre 8a/+ un poco más que incógnito.","","redpoint","spain",""
"boulder","Zarzaparrilla","Unknown Crag","","8A+","2018-12-06","A día por año jaja hoy salió rápido.","A día por año jaja hoy salió rápido.","","redpoint","spain","Albarracín"
"boulder","El viejo lesbiano","Cuenca","","8A+","2018-11-11","#FA                Un paso mas duro, 8a+ mas o menos... Mañana le toca a Alex!","#FA Un paso mas duro, 8a+ mas o menos... Mañana le toca a Alex!","","redpoint","spain",""
"boulder","El encantador de conejos ss","Tamajon","","8A+","2018-09-09","Sit 8a+ supongo... Que chulo!","Sit 8a+ supongo... Que chulo!","","redpoint","spain",""
"boulder","mis tetas como regletas","Navalosa","","8A+","2018-02-15","#FA                Dios que contento de hacer este!! Abierto por Luengo hace mucho pero ha estado sin hacerse... Blocon de tronchar regles y con un dinámico muy guapo. 8a+ duro o 8a+/b.","#FA Dios que contento de hacer este!! Abierto por Luengo hace mucho pero ha estado sin hacerse... Blocon de tronchar regles y con un dinámico muy guapo. 8a+ duro o 8a+/b.","","redpoint","spain","Madrid"
"boulder","Navalamiche","Navalosa","","8A+","2018-02-14","Brutal de bueno!! Después de 4 años hoy cierro la historia... El primer octavo que probe, que era imposible que hice un monton de viajes, inverti yemas... Hoy al primer pegue después de estar 2 años sin probarlo. Al final tronchando la regle sin cruzar, entre 8a y 8a+. Gracias Vicent y Rafita por los tantos días!!","Brutal de bueno!! Después de 4 años hoy cierro la historia... El primer octavo que probe, que era imposible que hice un monton de viajes, inverti yemas... Hoy al primer pegue después de estar 2 años sin probarlo. Al final tronchando la regle sin cruzar, entre 8a y 8a+. Gracias Vicent y Rafita por los tantos días!!","","redpoint","spain","Madrid"
"boulder","Manitas de topo","La Pedriza","soto del real","8A+","2018-02-06","supongo que en torno al 8a pero no se, es raro de graduar dado que es solo un movimiento... En cualquier caso, el bloque es bueno y divertido con ese dinamico! Mucho mucho frio...","supongo que en torno al 8a pero no se, es raro de graduar dado que es solo un movimiento... En cualquier caso, el bloque es bueno y divertido con ese dinamico! Mucho mucho frio...","","redpoint","spain",""
"boulder","Pin y pon","La Pedriza","","8A+","2018-01-28","Que bueno es! Saque los pasos sueltos y al primer pegue! Con el nuevo método más facil, igual 8a/+ o 8a+ facil.","Que bueno es! Saque los pasos sueltos y al primer pegue! Con el nuevo método más facil, igual 8a/+ o 8a+ facil.","","redpoint","spain",""
"boulder","TEC-B36-L5","Unknown Crag","","8A+","2017-12-22","Comienzo del hepicopters y pasarte haciendo una trave hasta el final del 7a. Entre 8a y 8a+","Comienzo del hepicopters y pasarte haciendo una trave hasta el final del 7a. Entre 8a y 8a+","","redpoint","spain","Albarracín"
"boulder","picacho traver total","Rodellar","ali baba","8A+","2017-08-04","de Dani Andrada, que consiste en hacer picacho (8a Boulder) y seguirla por la trave (7a+ Boulder) aunque en mi opinión todo junto podría ser 8a/+, fuera del grado un Boulder muy guapo y muy de gesto con algo de resis.","de Dani Andrada, que consiste en hacer picacho (8a Boulder) y seguirla por la trave (7a+ Boulder) aunque en mi opinión todo junto podría ser 8a/+, fuera del grado un Boulder muy guapo y muy de gesto con algo de resis.","","redpoint","spain",""
"boulder","Explotacion artificial","Torrelodones","patoneros","8A+","2017-01-28","oleeeee!! 2 pegues un día con mucho calor y hoy al 4º pegue! Me lo apunto de 8a+ porque he tenido que empezar dos pasos antes porque ha partio la pieza  y practicamente no sale... Pero creo que no le cambia mucho! Muy Motivado! A muerte!!","oleeeee!! 2 pegues un día con mucho calor y hoy al 4º pegue! Me lo apunto de 8a+ porque he tenido que empezar dos pasos antes porque ha partio la pieza y practicamente no sale... Pero creo que no le cambia mucho! Muy Motivado! A muerte!!","","redpoint","spain","Madrid"
"boulder","Spirant","Tamajon","potencia hidrogenada","8A+","2016-03-09","Tras dos sesiones la pude hacer.De las mejores traves que hice, muy muy buena!! un empiece facil y luego unas secuencias duras sobre regletas y varios cruces.","Tras dos sesiones la pude hacer.De las mejores traves que hice, muy muy buena!! un empiece facil y luego unas secuencias duras sobre regletas y varios cruces.","","redpoint","spain",""
"boulder","La piedra desplazada","Sant Miquel del Fai","","8A","2020-07-13","Más que travesía bloque largo. 6 movientos duros. 8a creo que está bien. Contento de flashearlo :)","Más que travesía bloque largo. 6 movientos duros. 8a creo que está bien. Contento de flashearlo :)","","flash","spain",""
"boulder","Variante Catalan witness the fitness","La cova de l'ocell","cova","8A","2020-06-02","7c+/8a igual que el Catalán 2° parte.","7c+/8a igual que el Catalán 2° parte.","","redpoint","spain",""
"boulder","The Catalan Witness the Fitness part 2","La cova de l'ocell","","8A","2020-05-23","Apunto de hacer al flash y cerca de hacer desde abajo en la misma sesión... :(","Apunto de hacer al flash y cerca de hacer desde abajo en la misma sesión... :(","","redpoint","spain",""
"boulder","Lolomaster sit","Can Boquet","nou","8A","2020-05-21","Bloque divertido y 8anu raro jajajaja","Bloque divertido y 8anu raro jajajaja","","redpoint","spain",""
"boulder","N.N.","Torrelodones","","8A","2019-12-13","7b de la derecha + trav hacia izq.","7b de la derecha + trav hacia izq.","","redpoint","spain","Madrid"
"boulder","Fuerte a Muerte","Unknown Crag","","8A","2019-12-08","Divertido muy bueno aunque quizás se me de muy bien entre 7c+ y 8a","Divertido muy bueno aunque quizás se me de muy bien entre 7c+ y 8a","","redpoint","spain","Albarracín"
"boulder","la fuente assis","Unknown Crag","","8A","2019-12-08","En un principio me pareció muy fácil pero luego me costó un montón.","En un principio me pareció muy fácil pero luego me costó un montón.","","redpoint","spain","Albarracín"
"boulder","Bailame el agua","Albarracín","","8A","2019-12-07","Canto roto. Muy bueno hasta a ras del suelo. Para mí 8a ahora.","Canto roto. Muy bueno hasta a ras del suelo. Para mí 8a ahora.","","redpoint","spain",""
"boulder","Zombie Nation","Unknown Crag","","8A","2019-12-07","Moon board. Que guapo y menos mal que saque una rodilla para el primer paso jajaja","Moon board. Que guapo y menos mal que saque una rodilla para el primer paso jajaja","","redpoint","spain","Albarracín"
"boulder","Robotics","Albarracín","","8A","2019-12-06","Muy bueno aunque igual facil de 8a no se...","Muy bueno aunque igual facil de 8a no se...","","redpoint","spain",""
"boulder","Recto robotics","Albarracín","","8A","2019-12-06","Recto al robotics mismo grado yo creo entre 7c+ y 8a","Recto al robotics mismo grado yo creo entre 7c+ y 8a","","redpoint","spain",""
"boulder","Umbría sx","Albarracín","","8A","2019-12-06","Me gusta! Dura en comparación con los otros 8as.","Me gusta! Dura en comparación con los otros 8as.","","redpoint","spain",""
"boulder","Quebranta-Beaches","Albarracín","techos","8A","2019-11-30","","","","redpoint","spain",""
"boulder","El camino del exceso","Unknown Crag","","8A","2019-11-28","Para mí bien duro no se me ha costado bastantes pegues hoy.","Para mí bien duro no se me ha costado bastantes pegues hoy.","","redpoint","spain","Albarracín"
"boulder","Oranje people","Valdemanco","","8A","2019-11-27","Muy bueno doblete con Carlis!","Muy bueno doblete con Carlis!","","redpoint","spain",""
"boulder","Farías supersit","Torrelodones","","8A","2019-11-24","Desde las regles de más abajo supongo que Beto habrá urgado jajaja 7c+/8a? 8a?","Desde las regles de más abajo supongo que Beto habrá urgado jajaja 7c+/8a? 8a?","","redpoint","spain","Madrid"
"boulder","Stayfree","Castillo de bayuela","","8A","2019-11-19","7c+/8a rollo Moon muy bueno y perfecto flash!","7c+/8a rollo Moon muy bueno y perfecto flash!","","flash","spain",""
"boulder","the arch","Castillo de bayuela","","8A","2019-11-19","Me gusto mucho y me costó mucho verle los métodos... Pero merece la pena!","Me gusto mucho y me costó mucho verle los métodos... Pero merece la pena!","","redpoint","spain",""
"boulder","Lola Flores","Castillo de bayuela","la clinica","8A","2019-11-15","Muy bueno","Muy bueno","","redpoint","spain",""
"boulder","The Game Extension","Castillo de bayuela","farallon","8A","2019-11-15","5 estrellas.","5 estrellas.","","redpoint","spain",""
"boulder","bender subsuelo","Castillo de bayuela","farallon","8A","2019-11-15","La lie en el flash... 7c+/8a muy chulo","La lie en el flash... 7c+/8a muy chulo","","redpoint","spain",""
"boulder","El Corrupto","Tamajon","","8A","2019-10-25","Brutal de Broncano aunque para mí es lo mismo que el máximo Valverde pero diferente método... No se...","Brutal de Broncano aunque para mí es lo mismo que el máximo Valverde pero diferente método... No se...","","redpoint","spain",""
"boulder","N.N.","Tamajon","","8A","2019-09-19","Rancio y duro de Broncano! Uno que empieza semisit entre el tnt y el looking for judas! a dos pasos.","Rancio y duro de Broncano! Uno que empieza semisit entre el tnt y el looking for judas! a dos pasos.","","redpoint","spain",""
"boulder","La proa","Becerril de la Sierra","","8A","2019-05-19","Brutal! Sin salir porque está sucio y da miedo.","Brutal! Sin salir porque está sucio y da miedo.","","redpoint","spain",""
"boulder","El ruiseñor de los bosques","Torrelodones","","8A","2019-04-12","Pieza rota más duro que antes","Pieza rota más duro que antes","","redpoint","spain","Madrid"
"boulder","Narco","Tamajon","","8A","2019-04-02","Brutal para mí 8a","Brutal para mí 8a","","redpoint","spain",""
"boulder","5 magnificas","Zarzalejo","","8A","2019-03-26","brutal de beto. 8a/+","brutal de beto. 8a/+","","redpoint","spain","Madrid"
"boulder","BASORA","Zarzalejo","","8A","2019-03-04","Morfo además la salida se me da mal.","Morfo además la salida se me da mal.","","redpoint","spain","Madrid"
"boulder","La cuerda sit","Tamajon","","8A","2019-03-02","Duro de Broncano","Duro de Broncano","","redpoint","spain",""
"boulder","El ejército completo","Tamajon","","8A","2019-03-02","#FA                Travé más este bloque no le suma y ni idea del grado...","#FA Travé más este bloque no le suma y ni idea del grado...","","redpoint","spain",""
"boulder","Moiste messi","Campisábalos","principal","8A","2019-03-01","Muy bueno! 4 pegues o así. Fácil para el grado no se le dan 8a...","Muy bueno! 4 pegues o así. Fácil para el grado no se le dan 8a...","","redpoint","spain",""
"boulder","tam tam del viento","Zarzalejo","","8A","2019-02-27","duro y mas al sol. romosssss. Primera rep?","duro y mas al sol. romosssss. Primera rep?","","redpoint","spain","Madrid"
"boulder","Travesía de los barrenos","El Vellon","","8A","2019-02-04","#2go               Brutal mejor de lo que parece! Supongo que entre 7c+ y 8a. Qué pena ese flash...","#2go Brutal mejor de lo que parece! Supongo que entre 7c+ y 8a. Qué pena ese flash...","","redpoint","spain","Madrid"
"boulder","Nómada de la roca","Cuenca","camino","8A","2019-02-02","Primera repetición después de la del jefe! Blocon conquense!","Primera repetición después de la del jefe! Blocon conquense!","","redpoint","spain",""
"boulder","La morena","La Pedriza","","8A","2019-01-27","Super blocazo! Entre 7c+ y 8a según la altura.","Super blocazo! Entre 7c+ y 8a según la altura.","","flash","spain",""
"boulder","Darry","Tamajon","","8A","2019-01-24","#FA                Muy bueno mas facil que darry pero igual de entretenido.","#FA Muy bueno mas facil que darry pero igual de entretenido.","","redpoint","spain",""
"boulder","Dasy","Tamajon","","8A","2019-01-21","Muy bueno ahora al sit!","Muy bueno ahora al sit!","","redpoint","spain",""
"boulder","Simba","Unknown Crag","","8A","2018-12-09","Bueno y morfo! Encadenes para todo el equipo! Probablemente mejor sea 7c+","Bueno y morfo! Encadenes para todo el equipo! Probablemente mejor sea 7c+","","redpoint","spain","Albarracín"
"boulder","Orion","Unknown Crag","","8A","2018-12-06","Muy bueno un pelo más cabron que el cosmos.","Muy bueno un pelo más cabron que el cosmos.","","redpoint","spain","Albarracín"
"boulder","la parada desde los interiores","Zarzalejo","","8A","2018-12-02","7c+/8a saque con un empeine.","7c+/8a saque con un empeine.","","redpoint","spain","Madrid"
"boulder","Vafalungo","Zarzalejo","","8A","2018-11-23","Metodo nuevo montandose por los romos en la placa, pero habra que repetir metodo original aunque no cambie en grado ;)","Metodo nuevo montandose por los romos en la placa, pero habra que repetir metodo original aunque no cambie en grado ;)","","redpoint","spain","Madrid"
"boulder","Mondo lance","Colmenar","","8A","2018-11-19","Para mi 8a/+ sin duda. Lance muy morfo y seguramente al borde de mi genetica jaja.","Para mi 8a/+ sin duda. Lance muy morfo y seguramente al borde de mi genetica jaja.","","redpoint","spain",""
"boulder","El viejo lesbiano","Cuenca","","8A","2018-11-11","#FA                8A monopaso semisit","#FA 8A monopaso semisit","","redpoint","spain",""
"boulder","Muchalypto","Tamajon","","8A","2018-09-19","#FA                Muy buena!! Añadiendo una entrada más cabrona a apocalypto, la hice por el medio más duro pero más guapo jeje 8a aprox.","#FA Muy buena!! Añadiendo una entrada más cabrona a apocalypto, la hice por el medio más duro pero más guapo jeje 8a aprox.","","redpoint","spain",""
"boulder","V de violento","Tamajon","","8A","2018-09-13","#FA                7c+/8a empieza sit a la dere y haces la trave hasta salir por v de vendetta","#FA 7c+/8a empieza sit a la dere y haces la trave hasta salir por v de vendetta","","redpoint","spain",""
